,,200,2000,600
19/09:09:01,254.8,254.8777484,255.032776,254.8994498
19/09:09:01,254.8,254.8769748,255.0325434,254.8991189
19/09:09:01,254.8,254.8762089,255.032311,254.898789
19/09:09:01,254.8,254.8754506,255.0320788,254.8984603
19/09:09:01,254.8,254.8746998,255.0318468,254.8981326
19/09:09:01,254.8,254.8739565,255.0316151,254.8978061
19/09:09:01,254.85,254.8737182,255.0314335,254.897647
19/09:09:02,254.8,254.8729846,255.0312022,254.897322
19/09:09:02,254.75,254.8717609,255.0309212,254.8968318
19/09:09:02,254.8,254.8710469,255.0306904,254.8965095
19/09:09:02,254.8,254.8703399,255.0304598,254.8961884
19/09:09:02,254.8,254.86964,255.0302294,254.8958683
19/09:09:03,254.8,254.8689471,255.0299993,254.8955492
19/09:09:03,254.8,254.8682611,255.0297694,254.8952313
19/09:09:05,254.8,254.8675819,255.0295398,254.8949144
19/09:09:06,254.75,254.8664119,255.0292604,254.8944321
19/09:09:06,254.8,254.8657511,255.0290312,254.8941179
19/09:09:06,254.8,254.8650968,255.0288023,254.8938047
19/09:09:06,254.8,254.8644491,255.0285736,254.8934925
19/09:09:08,254.75,254.8633103,255.0282952,254.893015
19/09:09:11,254.75,254.8621828,255.028017,254.8925391
19/09:09:11,254.8,254.8615641,255.0277891,254.8922311
19/09:09:11,254.75,254.860454,255.0275115,254.8917578
19/09:09:11,254.8,254.8598525,255.0272841,254.8914525
19/09:09:12,254.8,254.8592569,255.0270569,254.8911481
19/09:09:12,254.8,254.8586673,255.02683,254.8908448
19/09:09:12,254.8,254.8580836,255.0266033,254.8905425
19/09:09:12,254.8,254.8575056,255.0263768,254.8902412
19/09:09:12,254.8,254.8569334,255.0261505,254.8899409
19/09:09:12,254.8,254.8563669,255.0259245,254.8896416
19/09:09:13,254.8,254.855806,255.0256987,254.8893433
19/09:09:16,254.8,254.8552508,255.0254731,254.8890459
19/09:09:17,254.8,254.854701,255.0252477,254.8887496
19/09:09:17,254.8,254.8541567,255.0250226,254.8884543
19/09:09:17,254.8,254.8536178,255.0247977,254.8881599
19/09:09:17,254.8,254.8530843,255.024573,254.8878665
19/09:09:17,254.8,254.8525561,255.0243485,254.8875741
19/09:09:17,254.8,254.8520332,255.0241243,254.8872827
19/09:09:17,254.8,254.8515154,255.0239003,254.8869923
19/09:09:17,254.8,254.8510029,255.0236765,254.8867028
19/09:09:18,254.75,254.8499978,255.0234029,254.8862479
19/09:09:19,254.75,254.8490028,255.0231297,254.8857944
19/09:09:21,254.75,254.8480177,255.0228567,254.8853426
19/09:09:21,254.75,254.8470424,255.022584,254.8848922
19/09:09:22,254.75,254.8460768,255.0223115,254.8844433
19/09:09:23,254.75,254.8451209,255.0220393,254.8839959
19/09:09:23,254.75,254.8441744,255.0217674,254.88355
19/09:09:23,254.75,254.8432373,255.0214958,254.8831055
19/09:09:23,254.7,254.8418121,255.0211745,254.8824962
19/09:09:23,254.7,254.840401,255.0208535,254.8818889
19/09:09:23,254.7,254.839004,255.0205328,254.8812836
19/09:09:23,254.75,254.8381184,255.0202624,254.8808467
19/09:09:23,254.7,254.8367441,255.0199423,254.8802449
19/09:09:23,254.7,254.8353834,255.0196225,254.8796451
19/09:09:23,254.7,254.8340363,255.019303,254.8790473
19/09:09:23,254.7,254.8327026,255.0189839,254.8784514
19/09:09:23,254.7,254.8313822,255.018665,254.8778576
19/09:09:23,254.7,254.8300749,255.0183465,254.8772657
19/09:09:25,254.75,254.8292782,255.0180783,254.8768422
19/09:09:26,254.75,254.8284893,255.0178104,254.8764201
19/09:09:27,254.75,254.8277083,255.0175427,254.8759994
19/09:09:28,254.8,254.8274326,255.0173253,254.8757465
19/09:09:28,254.8,254.8271597,255.0171081,254.8754944
19/09:09:28,254.8,254.8268894,255.0168911,254.8752432
19/09:09:28,254.8,254.8266219,255.0166743,254.8749928
19/09:09:28,254.8,254.826357,255.0164577,254.8747432
19/09:09:28,254.8,254.8260947,255.0162414,254.8744945
19/09:09:28,254.8,254.8258351,255.0160252,254.8742466
19/09:09:28,254.8,254.825578,255.0158093,254.8739995
19/09:09:28,254.8,254.8253235,255.0155936,254.8737533
19/09:09:28,254.8,254.8250715,255.0153781,254.8735078
19/09:09:28,254.8,254.824822,255.0151629,254.8732632
19/09:09:29,254.8,254.8245751,255.0149478,254.8730194
19/09:09:31,254.8,254.8243305,255.014733,254.8727764
19/09:09:32,254.8,254.8240884,255.0145183,254.8725342
19/09:09:32,254.8,254.8238487,255.0143039,254.8722929
19/09:09:32,254.8,254.8236114,255.0140897,254.8720523
19/09:09:33,254.8,254.8233765,255.0138757,254.8718125
19/09:09:33,254.8,254.8231439,255.013662,254.8715735
19/09:09:33,254.8,254.8229136,255.0134484,254.8713353
19/09:09:34,254.8,254.8226856,255.0132351,254.871098
19/09:09:34,254.8,254.8224599,255.0130219,254.8708614
19/09:09:35,254.8,254.8222364,255.012809,254.8706255
19/09:09:35,254.8,254.8220152,255.0125963,254.8703905
19/09:09:38,254.85,254.8222936,255.0124338,254.8703227
19/09:09:38,254.85,254.8225693,255.0122715,254.870255
19/09:09:40,254.8,254.8223447,255.0120593,254.8700212
19/09:09:40,254.85,254.8226199,255.0118973,254.8699546
19/09:09:40,254.8,254.8223948,255.0116855,254.8697218
19/09:09:40,254.85,254.8226695,255.0115239,254.8696562
19/09:09:40,254.85,254.8229415,255.0113625,254.8695908
19/09:09:40,254.85,254.8232107,255.0112012,254.8695256
19/09:09:42,254.8,254.8229797,255.0109901,254.8692942
19/09:09:45,254.85,254.8232486,255.0108292,254.86923
19/09:09:46,254.85,254.8235148,255.0106684,254.869166
19/09:09:46,254.8,254.8232808,255.0104579,254.8689359
19/09:09:46,254.8,254.8230492,255.0102475,254.8687064
19/09:09:47,254.8,254.8228198,255.0100374,254.8684778
19/09:09:49,254.8,254.8225927,255.0098274,254.8682499
19/09:09:50,254.8,254.8223679,255.0096177,254.8680228
19/09:09:51,254.8,254.8221454,255.0094082,254.8677964
19/09:09:55,254.85,254.8224225,255.0092489,254.8677372
19/09:09:55,254.85,254.8226969,255.0090897,254.8676782
19/09:09:57,254.85,254.8229686,255.0089307,254.8676194
19/09:09:57,254.85,254.8232376,255.0087719,254.8675607
19/09:09:58,254.85,254.8235039,255.0086132,254.8675023
19/09:09:59,254.85,254.8237675,255.0084546,254.867444
19/09:10:00,254.8,254.823531,255.0082463,254.8672196
19/09:10:00,254.8,254.8232969,255.0080381,254.8669959
19/09:10:00,254.8,254.8230651,255.0078302,254.866773
19/09:10:00,254.8,254.8228356,255.0076225,254.8665508
19/09:10:00,254.8,254.8226084,255.007415,254.8663293
19/09:10:00,254.8,254.8223834,255.0072076,254.8661086
19/09:10:00,254.85,254.8226582,255.0070505,254.866055
19/09:10:00,254.8,254.8224327,255.0068436,254.8658351
19/09:10:00,254.85,254.822707,255.0066868,254.8657824
19/09:10:00,254.85,254.8229786,255.0065302,254.8657299
19/09:10:00,254.8,254.82275,255.0063238,254.8655112
19/09:10:00,254.85,254.8230211,255.0061675,254.8654596
19/09:10:01,254.8,254.822792,255.0059615,254.8652417
19/09:10:01,254.8,254.8225653,255.0057556,254.8650246
19/09:10:01,254.8,254.8223407,255.0055499,254.8648082
19/09:10:01,254.8,254.8221184,255.0053445,254.8645926
19/09:10:01,254.8,254.8218983,255.0051393,254.8643776
19/09:10:02,254.85,254.822178,255.0049842,254.8643298
19/09:10:02,254.85,254.8224548,255.0048293,254.8642821
19/09:10:02,254.85,254.8227289,255.0046745,254.8642346
19/09:10:02,254.85,254.8230002,255.0045199,254.8641872
19/09:10:02,254.85,254.8232689,255.0043655,254.86414
19/09:10:02,254.85,254.8235349,255.0042112,254.8640929
19/09:10:02,254.85,254.8237982,255.0040571,254.864046
19/09:10:02,254.85,254.8240589,255.0039031,254.8639993
19/09:10:02,254.85,254.824317,255.0037493,254.8639527
19/09:10:02,254.85,254.8245726,255.0035956,254.8639063
19/09:10:02,254.85,254.8248256,255.0034421,254.86386
19/09:10:02,254.85,254.8250761,255.0032887,254.8638139
19/09:10:02,254.85,254.8253241,255.0031355,254.8637679
19/09:10:02,254.85,254.8255696,255.0029824,254.8637221
19/09:10:02,254.8,254.8253152,255.0027796,254.86351
19/09:10:02,254.85,254.8255608,255.0026269,254.8634651
19/09:10:02,254.85,254.825804,255.0024743,254.8634203
19/09:10:02,254.8,254.8255472,255.0022719,254.8632092
19/09:10:02,254.8,254.825293,255.0020698,254.8629989
19/09:10:03,254.85,254.8255389,255.0019178,254.8629556
19/09:10:03,254.85,254.8257823,255.0017659,254.8629125
19/09:10:03,254.85,254.8260232,255.0016142,254.8628695
19/09:10:03,254.85,254.8262618,255.0014627,254.8628267
19/09:10:03,254.85,254.826498,255.0013113,254.862784
19/09:10:03,254.85,254.8267319,255.0011601,254.8627415
19/09:10:03,254.85,254.8269634,255.001009,254.8626991
19/09:10:03,254.85,254.8271926,255.0008581,254.8626568
19/09:10:04,254.85,254.8274196,255.0007073,254.8626147
19/09:10:05,254.85,254.8276442,255.0005566,254.8625727
19/09:10:05,254.9,254.8283642,255.0004561,254.8626973
19/09:10:06,254.85,254.8285795,255.0003058,254.862655
19/09:10:07,254.9,254.8292901,255.0002055,254.8627793
19/09:10:12,254.85,254.8294962,255.0000554,254.8627368
19/09:10:13,254.9,254.8301977,254.9999554,254.8628608
19/09:10:14,254.9,254.8308923,254.9998555,254.8629843
19/09:10:16,254.9,254.8315799,254.9997557,254.8631075
19/09:10:17,254.85,254.8317632,254.999606,254.8630639
19/09:10:18,254.9,254.8324422,254.9995064,254.8631868
19/09:10:18,254.9,254.8331144,254.999407,254.8633093
19/09:10:18,254.95,254.8342774,254.9993576,254.8635978
19/09:10:18,254.9,254.8349314,254.9992583,254.863719
19/09:10:18,254.9,254.8355788,254.9991591,254.8638397
19/09:10:19,254.95,254.8367174,254.9991099,254.8641264
19/09:10:21,254.95,254.8378445,254.9990608,254.8644122
19/09:10:21,254.95,254.8389605,254.9990118,254.864697
19/09:10:21,254.9,254.8395679,254.9989128,254.8648145
19/09:10:21,254.9,254.8401692,254.998814,254.8649316
19/09:10:21,254.9,254.8407645,254.9987152,254.8650483
19/09:10:21,254.9,254.8413539,254.9986165,254.8651646
19/09:10:21,254.9,254.8419375,254.998518,254.8652805
19/09:10:21,254.9,254.8425152,254.9984195,254.8653961
19/09:10:22,254.9,254.8430872,254.9983211,254.8655112
19/09:10:23,254.95,254.844151,254.9982728,254.8657924
19/09:10:23,254.95,254.8452042,254.9982246,254.8660726
19/09:10:23,254.95,254.846247,254.9981764,254.8663519
19/09:10:24,254.9,254.8467818,254.9980783,254.8664639
19/09:10:24,254.9,254.8473114,254.9979802,254.8665755
19/09:10:24,254.9,254.8478356,254.9978823,254.8666867
19/09:10:24,254.9,254.8483547,254.9977845,254.8667975
19/09:10:24,254.9,254.8488686,254.9976867,254.866908
19/09:10:24,254.9,254.8493773,254.9975891,254.8670182
19/09:10:24,254.9,254.849881,254.9974916,254.8671279
19/09:10:24,254.9,254.8503797,254.9973941,254.8672373
19/09:10:24,254.9,254.8508735,254.9972968,254.8673463
19/09:10:24,254.9,254.8513623,254.9971995,254.867455
19/09:10:24,254.9,254.8518462,254.9971024,254.8675633
19/09:10:25,254.9,254.8523254,254.9970053,254.8676712
19/09:10:25,254.9,254.8527998,254.9969084,254.8677788
19/09:10:25,254.9,254.8532694,254.9968115,254.8678861
19/09:10:26,254.85,254.8532369,254.9966648,254.8678265
19/09:10:27,254.9,254.8537022,254.9965681,254.8679336
19/09:10:30,254.9,254.8541629,254.9964716,254.8680403
19/09:10:30,254.9,254.854619,254.9963752,254.8681467
19/09:10:31,254.85,254.854573,254.9962289,254.8680863
19/09:10:35,254.85,254.8545275,254.9960827,254.8680261
19/09:10:35,254.85,254.8544824,254.9959367,254.8679661
19/09:10:35,254.85,254.8544378,254.9957909,254.8679063
19/09:10:36,254.8,254.8538962,254.9955952,254.8676803
19/09:10:36,254.85,254.8538574,254.9954497,254.8676215
19/09:10:36,254.8,254.8533215,254.9952543,254.8673965
19/09:10:36,254.8,254.8527909,254.9950591,254.8671722
19/09:10:36,254.8,254.8522657,254.9948642,254.8669487
19/09:10:37,254.8,254.8517456,254.9946694,254.8667259
19/09:10:39,254.85,254.8517282,254.9945248,254.8666702
19/09:10:39,254.85,254.851711,254.9943804,254.8666147
19/09:10:41,254.85,254.851694,254.9942361,254.8665594
19/09:10:42,254.9,254.8521747,254.9941419,254.8666707
19/09:10:43,254.85,254.852153,254.9939978,254.8666152
19/09:10:43,254.85,254.8521316,254.9938539,254.86656
19/09:10:43,254.85,254.8521104,254.9937101,254.8665048
19/09:10:43,254.85,254.8520894,254.9935665,254.8664499
19/09:10:43,254.85,254.8520686,254.993423,254.8663952
19/09:10:44,254.85,254.852048,254.9932796,254.8663406
19/09:10:44,254.85,254.8520277,254.9931364,254.8662862
19/09:10:47,254.85,254.8520075,254.9929933,254.866232
19/09:10:47,254.85,254.8519875,254.9928504,254.866178
19/09:10:48,254.9,254.8524652,254.9927576,254.8662906
19/09:10:52,254.85,254.8524407,254.9926149,254.8662364
19/09:10:52,254.85,254.8524164,254.9924724,254.8661823
19/09:10:55,254.9,254.8528899,254.99238,254.8662949
19/09:10:59,254.9,254.8533586,254.9922876,254.866407
19/09:10:59,254.9,254.8538227,254.9921954,254.8665188
19/09:10:59,254.9,254.8542822,254.9921032,254.8666302
19/09:10:59,254.9,254.8547371,254.9920112,254.8667413
19/09:10:59,254.9,254.8551875,254.9919192,254.866852
19/09:11:00,254.85,254.8551359,254.9917774,254.8667959
19/09:11:00,254.85,254.8550848,254.9916357,254.86674
19/09:11:00,254.85,254.8550342,254.9914941,254.8666843
19/09:11:00,254.85,254.8549841,254.9913527,254.8666288
19/09:11:00,254.85,254.8549345,254.9912114,254.8665734
19/09:11:00,254.85,254.8548854,254.9910702,254.8665183
19/09:11:00,254.85,254.8548368,254.9909292,254.8664633
19/09:11:00,254.85,254.8547887,254.9907884,254.8664085
19/09:11:00,254.85,254.854741,254.9906477,254.8663539
19/09:11:00,254.85,254.8546938,254.9905071,254.8662995
19/09:11:00,254.85,254.8546471,254.9903667,254.8662453
19/09:11:00,254.85,254.8546009,254.9902264,254.8661912
19/09:11:00,254.9,254.8550526,254.9901362,254.8663037
19/09:11:00,254.9,254.8554999,254.9900461,254.8664158
19/09:11:00,254.9,254.8559427,254.9899561,254.8665276
19/09:11:00,254.9,254.856381,254.9898662,254.866639
19/09:11:00,254.9,254.8568151,254.9897764,254.86675
19/09:11:00,254.9,254.8572448,254.9896866,254.8668607
19/09:11:00,254.9,254.8576702,254.989597,254.8669709
19/09:11:00,254.9,254.8580914,254.9895074,254.8670809
19/09:11:00,254.9,254.8585084,254.989418,254.8671904
19/09:11:00,254.9,254.8589212,254.9893286,254.8672996
19/09:11:01,254.85,254.8588325,254.9891893,254.867242
19/09:11:01,254.85,254.8587446,254.9890502,254.8671846
19/09:11:01,254.85,254.8586576,254.9889112,254.8671274
19/09:11:01,254.85,254.8585714,254.9887724,254.8670705
19/09:11:01,254.85,254.8584861,254.9886337,254.8670136
19/09:11:04,254.9,254.8588992,254.9885451,254.8671234
19/09:11:07,254.85,254.8588107,254.9884066,254.8670664
19/09:11:12,254.85,254.858723,254.9882683,254.8670096
19/09:11:12,254.85,254.8586362,254.9881301,254.866953
19/09:11:12,254.85,254.8585503,254.987992,254.8668966
19/09:11:13,254.85,254.8584652,254.9878541,254.8668404
19/09:11:15,254.85,254.8583809,254.9877163,254.8667844
19/09:11:15,254.85,254.8582976,254.9875787,254.8667285
19/09:11:15,254.85,254.858215,254.9874412,254.8666728
19/09:11:16,254.85,254.8581333,254.9873038,254.8666173
19/09:11:16,254.85,254.8580523,254.9871665,254.866562
19/09:11:16,254.85,254.8579722,254.9870295,254.8665069
19/09:11:17,254.8,254.8573954,254.9868425,254.8662856
19/09:11:18,254.8,254.8568243,254.9866558,254.866065
19/09:11:20,254.9,254.8572539,254.9865692,254.866178
19/09:11:20,254.9,254.8576792,254.9864826,254.8662905
19/09:11:20,254.9,254.8581003,254.9863962,254.8664027
19/09:11:20,254.85,254.8580197,254.9862599,254.8663481
19/09:11:21,254.9,254.8584374,254.9861736,254.8664601
19/09:11:21,254.9,254.858851,254.9860875,254.8665717
19/09:11:22,254.9,254.8592604,254.9860015,254.8666829
19/09:11:22,254.9,254.8596658,254.9859155,254.8667938
19/09:11:22,254.9,254.8600671,254.9858296,254.8669043
19/09:11:22,254.9,254.8604645,254.9857439,254.8670145
19/09:11:22,254.9,254.8608579,254.9856581,254.8671242
19/09:11:25,254.85,254.8607498,254.9855226,254.8670672
19/09:11:26,254.9,254.8611404,254.9854371,254.8671768
19/09:11:28,254.85,254.8610295,254.9853017,254.8671197
19/09:11:28,254.8,254.8604223,254.9851165,254.8668963
19/09:11:28,254.85,254.8603186,254.9849815,254.8668401
19/09:11:28,254.85,254.8602159,254.9848465,254.866784
19/09:11:30,254.8,254.8596167,254.9846618,254.8665618
19/09:11:30,254.8,254.8590235,254.9844772,254.8663403
19/09:11:30,254.8,254.8584362,254.9842928,254.8661195
19/09:11:30,254.8,254.8578548,254.9841086,254.8658995
19/09:11:30,254.8,254.8572791,254.9839246,254.8656802
19/09:11:33,254.75,254.8562116,254.9836908,254.8652952
19/09:11:33,254.75,254.8551548,254.9834572,254.8649116
19/09:11:34,254.75,254.8541085,254.9832239,254.8645292
19/09:11:36,254.8,254.8535701,254.9830408,254.8643144
19/09:11:38,254.75,254.8525396,254.9828078,254.863934
19/09:11:40,254.75,254.8515193,254.9825751,254.8635549
19/09:11:42,254.8,254.8510066,254.9823927,254.8633434
19/09:11:43,254.75,254.8500016,254.9821604,254.8629662
19/09:11:43,254.75,254.8490065,254.9819283,254.8625902
19/09:11:44,254.75,254.8480214,254.9816965,254.8622156
19/09:11:45,254.75,254.8470461,254.9814649,254.8618421
19/09:11:46,254.75,254.8460804,254.9812336,254.86147
19/09:11:46,254.75,254.8451244,254.9810025,254.861099
19/09:11:46,254.75,254.8441779,254.9807716,254.8607293
19/09:11:46,254.75,254.8432408,254.9805409,254.8603608
19/09:11:46,254.75,254.842313,254.9803105,254.8599936
19/09:11:46,254.75,254.8413945,254.9800803,254.8596275
19/09:11:46,254.75,254.8404851,254.9798503,254.8592627
19/09:11:46,254.75,254.8395848,254.9796206,254.8588991
19/09:11:46,254.75,254.8386934,254.9793911,254.8585367
19/09:11:46,254.75,254.8378108,254.9791618,254.8581755
19/09:11:46,254.75,254.8369371,254.9789328,254.8578155
19/09:11:46,254.75,254.8360721,254.978704,254.8574567
19/09:11:46,254.75,254.8352156,254.9784754,254.8570992
19/09:11:46,254.75,254.8343677,254.978247,254.8567427
19/09:11:47,254.75,254.8335282,254.9780189,254.8563875
19/09:11:48,254.7,254.8321996,254.977741,254.8558671
19/09:11:48,254.7,254.8308842,254.9774634,254.8553484
19/09:11:49,254.7,254.8295818,254.9771861,254.8548314
19/09:11:49,254.75,254.82879,254.976959,254.8544826
19/09:11:49,254.75,254.828006,254.9767322,254.8541349
19/09:11:49,254.75,254.8272298,254.9765055,254.8537884
19/09:11:53,254.75,254.8264614,254.9762791,254.853443
19/09:11:53,254.75,254.8257006,254.976053,254.8530987
19/09:11:53,254.75,254.8249473,254.975827,254.8527556
19/09:11:57,254.75,254.8242016,254.9756013,254.8524137
19/09:11:57,254.75,254.8234632,254.9753758,254.8520729
19/09:11:59,254.75,254.8227323,254.9751506,254.8517332
19/09:11:59,254.75,254.8220086,254.9749255,254.8513947
19/09:11:59,254.75,254.8212921,254.9747007,254.8510572
19/09:11:59,254.75,254.8205827,254.9744761,254.8507209
19/09:12:00,254.7,254.8193829,254.9742018,254.8502194
19/09:12:00,254.7,254.818195,254.9739277,254.8497195
19/09:12:00,254.7,254.8170189,254.9736539,254.8492212
19/09:12:00,254.7,254.8158545,254.9733804,254.8487247
19/09:12:00,254.7,254.8147018,254.9731072,254.8482297
19/09:12:00,254.7,254.8135604,254.9728342,254.8477365
19/09:12:00,254.7,254.8124305,254.9725615,254.8472448
19/09:12:00,254.7,254.8113118,254.9722891,254.8467548
19/09:12:00,254.7,254.8102042,254.9720169,254.8462665
19/09:12:01,254.7,254.8091076,254.971745,254.8457797
19/09:12:01,254.75,254.8085195,254.9715234,254.845461
19/09:12:01,254.7,254.8074397,254.971252,254.8449769
19/09:12:02,254.65,254.8058731,254.9709309,254.8443281
19/09:12:02,254.65,254.8043222,254.9706102,254.8436814
19/09:12:02,254.65,254.8027866,254.9702897,254.8430369
19/09:12:02,254.65,254.8012664,254.9699696,254.8423945
19/09:12:02,254.65,254.7997612,254.9696498,254.8417542
19/09:12:02,254.65,254.7982711,254.9693303,254.8411161
19/09:12:02,254.65,254.7967957,254.9690111,254.8404801
19/09:12:02,254.65,254.7953351,254.9686923,254.8398462
19/09:12:02,254.65,254.7938889,254.9683737,254.8392145
19/09:12:02,254.65,254.7924572,254.9680555,254.8385848
19/09:12:02,254.7,254.7915372,254.9677876,254.8381236
19/09:12:02,254.65,254.7901289,254.96747,254.8374976
19/09:12:02,254.7,254.7892321,254.9672026,254.83704
19/09:12:02,254.7,254.7883442,254.9669356,254.836584
19/09:12:02,254.7,254.7874652,254.9666688,254.8361295
19/09:12:03,254.65,254.7860974,254.9663522,254.8355101
19/09:12:03,254.65,254.7847432,254.9660361,254.8348927
19/09:12:05,254.7,254.7838999,254.9657701,254.8344438
19/09:12:05,254.7,254.7830651,254.9655045,254.8339964
19/09:12:05,254.7,254.7822386,254.9652391,254.8335505
19/09:12:05,254.7,254.7814203,254.964974,254.8331061
19/09:12:05,254.7,254.7806102,254.9647092,254.8326632
19/09:12:05,254.7,254.7798081,254.9644446,254.8322217
19/09:12:05,254.7,254.779014,254.9641803,254.8317817
19/09:12:08,254.7,254.7782277,254.9639163,254.8313431
19/09:12:08,254.7,254.7774494,254.9636525,254.830906
19/09:12:09,254.7,254.7766787,254.9633889,254.8304704
19/09:12:11,254.7,254.7759157,254.9631257,254.8300362
19/09:12:12,254.7,254.7751604,254.9628627,254.8296035
19/09:12:13,254.7,254.7744125,254.9626,254.8291722
19/09:12:15,254.75,254.7741696,254.9623875,254.8289087
19/09:12:16,254.75,254.7739291,254.9621752,254.8286462
19/09:12:16,254.75,254.773691,254.9619631,254.8283844
19/09:12:16,254.7,254.7729578,254.9617013,254.8279572
19/09:12:17,254.7,254.7722318,254.9614397,254.8275314
19/09:12:17,254.7,254.7715131,254.9611784,254.827107
19/09:12:18,254.7,254.7708015,254.9609174,254.826684
19/09:12:21,254.7,254.770097,254.9606566,254.8262624
19/09:12:21,254.7,254.7693995,254.960396,254.8258423
19/09:12:23,254.7,254.768709,254.9601358,254.8254235
19/09:12:23,254.7,254.7680253,254.9598758,254.8250061
19/09:12:23,254.7,254.7673485,254.959616,254.8245901
19/09:12:23,254.7,254.7666783,254.9593565,254.8241755
19/09:12:23,254.7,254.7660149,254.9590973,254.8237623
19/09:12:23,254.7,254.765358,254.9588383,254.8233504
19/09:12:23,254.7,254.7647077,254.9585796,254.8229399
19/09:12:23,254.7,254.7640638,254.9583212,254.8225308
19/09:12:23,254.7,254.7634264,254.958063,254.8221231
19/09:12:23,254.7,254.7627952,254.9578051,254.8217167
19/09:12:23,254.7,254.7621704,254.9575474,254.8213116
19/09:12:23,254.7,254.7615518,254.95729,254.8209079
19/09:12:23,254.7,254.7609393,254.9570328,254.8205055
19/09:12:23,254.7,254.760333,254.9567759,254.8201045
19/09:12:23,254.7,254.7597327,254.9565193,254.8197048
19/09:12:23,254.7,254.7591383,254.9562629,254.8193065
19/09:12:23,254.7,254.7585499,254.9560067,254.8189095
19/09:12:23,254.7,254.7579673,254.9557509,254.8185138
19/09:12:23,254.7,254.7573905,254.9554952,254.8181194
19/09:12:24,254.7,254.7568194,254.9552399,254.8177263
19/09:12:24,254.7,254.7562541,254.9549847,254.8173345
19/09:12:24,254.7,254.7556943,254.9547299,254.8169441
19/09:12:25,254.7,254.7551402,254.9544753,254.8165549
19/09:12:25,254.7,254.7545915,254.9542209,254.816167
19/09:12:25,254.7,254.7540483,254.9539668,254.8157805
19/09:12:25,254.7,254.7535105,254.953713,254.8153952
19/09:12:26,254.65,254.7524806,254.9534094,254.8148448
19/09:12:28,254.65,254.7514608,254.9531062,254.8142962
19/09:12:28,254.7,254.7509488,254.9528532,254.8139158
19/09:12:28,254.7,254.7504418,254.9526005,254.8135368
19/09:12:28,254.7,254.7499399,254.952348,254.8131589
19/09:12:28,254.7,254.749443,254.9520958,254.8127824
19/09:12:28,254.7,254.748951,254.9518438,254.812407
19/09:12:29,254.7,254.748464,254.9515921,254.812033
19/09:12:30,254.65,254.7474842,254.9512907,254.8114938
19/09:12:30,254.65,254.7465142,254.9509895,254.8109563
19/09:12:33,254.7,254.7460514,254.9507387,254.8105871
19/09:12:33,254.7,254.7455932,254.950488,254.8102191
19/09:12:33,254.7,254.7451395,254.9502377,254.8098523
19/09:12:33,254.7,254.7446904,254.9499876,254.8094867
19/09:12:33,254.65,254.7437482,254.9496877,254.808956
19/09:12:34,254.7,254.7433129,254.9494382,254.8085934
19/09:12:35,254.65,254.7423844,254.9491389,254.8080657
19/09:12:35,254.65,254.7414651,254.9488399,254.8075397
19/09:12:35,254.65,254.740555,254.9485412,254.8070154
19/09:12:35,254.7,254.7401515,254.9482928,254.8066593
19/09:12:35,254.7,254.739752,254.9480446,254.8063043
19/09:12:35,254.7,254.7393565,254.9477967,254.8059506
19/09:12:36,254.7,254.7389648,254.947549,254.805598
19/09:12:37,254.6,254.7375821,254.9472016,254.8049138
19/09:12:37,254.6,254.7362131,254.9468546,254.8042319
19/09:12:37,254.6,254.7348578,254.9465079,254.8035523
19/09:12:37,254.6,254.7335159,254.9461616,254.8028749
19/09:12:37,254.65,254.7326849,254.9458656,254.8023661
19/09:12:37,254.65,254.7318622,254.9455699,254.8018591
19/09:12:37,254.65,254.7310476,254.9452744,254.8013537
19/09:12:38,254.6,254.7297437,254.9449293,254.8006837
19/09:12:38,254.65,254.7289502,254.9446346,254.8001822
19/09:12:38,254.6,254.7276671,254.9442901,254.7995161
19/09:12:38,254.6,254.7263968,254.943946,254.7988521
19/09:12:38,254.6,254.7251391,254.9436022,254.7981904
19/09:12:39,254.6,254.7238939,254.9432588,254.7975309
19/09:12:39,254.6,254.7226612,254.9429157,254.7968735
19/09:12:39,254.6,254.7214407,254.9425729,254.7962184
19/09:12:39,254.6,254.7202323,254.9422305,254.7955654
19/09:12:39,254.6,254.719036,254.9418885,254.7949146
19/09:12:39,254.6,254.7178515,254.9415468,254.794266
19/09:12:39,254.6,254.7166789,254.9412054,254.7936195
19/09:12:39,254.6,254.7155179,254.9408644,254.7929752
19/09:12:40,254.6,254.7143684,254.9405237,254.792333
19/09:12:40,254.65,254.713728,254.9402333,254.7918593
19/09:12:40,254.65,254.7130939,254.9399432,254.7913872
19/09:12:40,254.6,254.7119685,254.9396034,254.7907503
19/09:12:40,254.6,254.7108544,254.939264,254.7901156
19/09:12:41,254.65,254.7102489,254.9389749,254.7896493
19/09:12:41,254.65,254.7096494,254.938686,254.7891846
19/09:12:41,254.65,254.7090559,254.9383975,254.7887214
19/09:12:42,254.65,254.7084683,254.9381092,254.7882598
19/09:12:42,254.65,254.7078865,254.9378213,254.7877997
19/09:12:44,254.7,254.707808,254.9375836,254.7875075
19/09:12:50,254.65,254.7072328,254.9372961,254.7870499
19/09:12:51,254.7,254.7071609,254.937059,254.7867602
19/09:12:51,254.7,254.7070896,254.936822,254.7864715
19/09:12:53,254.7,254.7070191,254.9365853,254.7861837
19/09:12:54,254.65,254.7064517,254.9362989,254.7857305
19/09:12:55,254.65,254.70589,254.9360127,254.7852789
19/09:12:58,254.65,254.7053339,254.9357268,254.7848287
