,,200,2000,600
19/14:15:15,255.15,255.1123867,255.1901639,255.089299
19/14:15:16,255.15,255.112761,255.1901238,255.089501
19/14:15:17,255.1,255.112634,255.1900337,255.0895359
19/14:15:20,255.1,255.1125083,255.1899437,255.0895707
19/14:15:21,255.15,255.1128813,255.1899038,255.0897718
19/14:15:21,255.15,255.1132507,255.1898639,255.0899722
19/14:15:21,255.15,255.1136163,255.1898241,255.090172
19/14:15:30,255.1,255.1134808,255.1897343,255.0902047
19/14:15:30,255.1,255.1133467,255.1896446,255.0902373
19/14:15:41,255.15,255.1137114,255.189605,255.0904362
19/14:15:41,255.15,255.1140725,255.1895654,255.0906344
19/14:15:51,255.15,255.11443,255.1895258,255.0908319
19/14:15:53,255.1,255.1142864,255.1894364,255.0908625
19/14:16:00,255.15,255.1146418,255.1893969,255.0910593
19/14:16:01,255.1,255.1144961,255.1893076,255.091089
19/14:16:03,255.15,255.1148493,255.1892683,255.091285
19/14:16:05,255.15,255.1151991,255.189229,255.0914804
19/14:16:06,255.2,255.1160429,255.1892398,255.0918416
19/14:16:09,255.2,255.1168783,255.1892506,255.0922015
19/14:16:10,255.15,255.1172079,255.1892113,255.0923938
19/14:16:13,255.15,255.1175341,255.1891721,255.0925855
19/14:16:13,255.15,255.1178572,255.189133,255.0927766
19/14:16:13,255.15,255.118177,255.1890939,255.092967
19/14:16:14,255.15,255.1184937,255.1890548,255.0931568
19/14:16:14,255.2,255.1193047,255.1890657,255.0935124
19/14:16:14,255.15,255.1196101,255.1890267,255.0937004
19/14:16:17,255.15,255.1199125,255.1889877,255.0938877
19/14:16:18,255.2,255.1207094,255.1889987,255.0942408
19/14:16:25,255.15,255.1210008,255.1889597,255.0944264
19/14:16:28,255.15,255.1212894,255.1889208,255.0946113
19/14:16:28,255.2,255.1220726,255.1889319,255.094962
19/14:16:33,255.15,255.1223504,255.1888929,255.0951452
19/14:16:34,255.15,255.1226256,255.1888541,255.0953277
19/14:16:38,255.15,255.122898,255.1888152,255.0955097
19/14:16:41,255.15,255.1231676,255.1887764,255.095691
19/14:16:44,255.15,255.1234346,255.1887377,255.0958717
19/14:16:49,255.15,255.1236989,255.188699,255.0960519
19/14:16:52,255.15,255.1239606,255.1886603,255.0962314
19/14:16:57,255.15,255.1242197,255.1886216,255.0964103
19/14:16:57,255.15,255.1244763,255.188583,255.0965886
19/14:16:57,255.15,255.1247302,255.1885445,255.0967664
19/14:16:57,255.15,255.1249817,255.188506,255.0969435
19/14:16:57,255.15,255.1252306,255.1884675,255.0971201
19/14:16:57,255.15,255.1254771,255.188429,255.0972961
19/14:16:57,255.15,255.1257211,255.1883906,255.0974715
19/14:16:57,255.15,255.1259627,255.1883522,255.0976463
19/14:16:57,255.15,255.1262018,255.1883139,255.0978205
19/14:16:57,255.15,255.1264386,255.1882756,255.0979941
19/14:16:57,255.15,255.1266731,255.1882374,255.0981672
19/14:16:57,255.15,255.1269052,255.1881991,255.0983397
19/14:16:57,255.15,255.127135,255.188161,255.0985116
19/14:16:57,255.15,255.1273625,255.1881228,255.0986829
19/14:16:58,255.15,255.1275877,255.1880847,255.0988537
19/14:16:58,255.15,255.1278108,255.1880466,255.0990239
19/14:16:58,255.15,255.1280315,255.1880086,255.0991936
19/14:16:58,255.15,255.1282501,255.1879706,255.0993626
19/14:16:58,255.15,255.1284666,255.1879327,255.0995311
19/14:16:58,255.15,255.1286808,255.1878948,255.0996991
19/14:16:58,255.15,255.1288929,255.1878569,255.0998665
19/14:17:01,255.15,255.129103,255.187819,255.1000333
19/14:17:06,255.15,255.1293109,255.1877812,255.1001996
19/14:17:09,255.15,255.1295168,255.1877435,255.1003653
19/14:17:11,255.15,255.1297206,255.1877058,255.1005305
19/14:17:11,255.15,255.1299224,255.1876681,255.1006951
19/14:17:11,255.15,255.1301221,255.1876304,255.1008592
19/14:17:16,255.2,255.1308174,255.1876428,255.1011891
19/14:17:16,255.15,255.1310083,255.1876052,255.1013515
19/14:17:28,255.15,255.1311973,255.1875676,255.1015134
19/14:17:30,255.15,255.1313844,255.18753,255.1016748
19/14:17:32,255.15,255.1315696,255.1874925,255.1018356
19/14:17:41,255.15,255.131753,255.187455,255.1019959
19/14:17:44,255.15,255.1319346,255.1874176,255.1021556
19/14:17:47,255.2,255.1326118,255.1874302,255.1024812
19/14:17:51,255.2,255.1332824,255.1874427,255.1028058
19/14:18:07,255.2,255.1339462,255.1874553,255.1031292
19/14:18:11,255.25,255.135101,255.1875178,255.103618
19/14:18:11,255.25,255.1362442,255.1875803,255.1041051
19/14:18:11,255.2,255.1368786,255.1875927,255.1044242
19/14:18:11,255.25,255.1380042,255.187655,255.1049086
19/14:18:11,255.2,255.1386211,255.1876674,255.1052251
19/14:18:11,255.2,255.1392318,255.1876797,255.1055405
19/14:18:11,255.2,255.1398365,255.187692,255.1058548
19/14:18:11,255.2,255.1404351,255.1877043,255.1061681
19/14:18:11,255.2,255.1410278,255.1877166,255.1064804
19/14:18:11,255.2,255.1416146,255.1877289,255.1067916
19/14:18:11,255.2,255.1421955,255.1877412,255.1071018
19/14:18:11,255.2,255.1427707,255.1877534,255.1074109
19/14:18:18,255.25,255.1438377,255.1878156,255.1078854
19/14:18:19,255.2,255.1443965,255.1878278,255.1081919
19/14:18:21,255.2,255.1449498,255.18784,255.1084975
19/14:18:21,255.2,255.1454975,255.1878521,255.108802
19/14:18:23,255.2,255.1460398,255.1878643,255.1091055
19/14:18:25,255.2,255.1465768,255.1878764,255.1094079
19/14:18:25,255.2,255.1471083,255.1878885,255.1097094
19/14:18:26,255.2,255.1476346,255.1879006,255.1100099
19/14:18:26,255.2,255.1481557,255.1879127,255.1103093
19/14:18:26,255.2,255.1486715,255.1879248,255.1106078
19/14:18:26,255.2,255.1491823,255.1879369,255.1109053
19/14:18:27,255.2,255.1496879,255.1879489,255.1112018
19/14:18:27,255.2,255.1501885,255.187961,255.1114973
19/14:18:27,255.2,255.1506842,255.187973,255.1117918
19/14:18:27,255.2,255.1511749,255.187985,255.1120853
19/14:18:27,255.2,255.1516607,255.187997,255.1123779
19/14:18:27,255.2,255.1521417,255.188009,255.1126695
19/14:18:28,255.2,255.1526179,255.188021,255.1129601
19/14:18:28,255.2,255.1530894,255.188033,255.1132498
19/14:18:28,255.2,255.1535561,255.1880449,255.1135384
19/14:18:28,255.2,255.1540183,255.1880569,255.1138262
19/14:18:28,255.2,255.1544758,255.1880688,255.1141129
19/14:18:28,255.2,255.1549288,255.1880808,255.1143987
19/14:18:29,255.2,255.1553772,255.1880927,255.1146836
19/14:18:29,255.2,255.1558212,255.1881046,255.1149675
19/14:18:30,255.2,255.1562608,255.1881165,255.1152505
19/14:18:30,255.2,255.156696,255.1881283,255.1155325
19/14:18:31,255.2,255.1571269,255.1881402,255.1158136
19/14:18:31,255.2,255.1575535,255.1881521,255.1160938
19/14:18:31,255.2,255.1579759,255.1881639,255.116373
19/14:18:31,255.2,255.158394,255.1881757,255.1166513
19/14:18:31,255.2,255.158808,255.1881876,255.1169286
19/14:18:31,255.2,255.1592179,255.1881994,255.1172051
19/14:18:31,255.2,255.1596237,255.1882112,255.1174806
19/14:18:31,255.2,255.1600254,255.1882229,255.1177552
19/14:18:31,255.2,255.1604232,255.1882347,255.1180289
19/14:18:31,255.2,255.160817,255.1882465,255.1183017
19/14:18:33,255.2,255.1612069,255.1882582,255.1185736
19/14:18:33,255.2,255.1615929,255.1882699,255.1188445
19/14:18:33,255.2,255.161975,255.1882817,255.1191146
19/14:18:33,255.2,255.1623534,255.1882934,255.1193838
19/14:18:33,255.2,255.162728,255.1883051,255.1196521
19/14:18:33,255.2,255.1630989,255.1883168,255.1199194
19/14:18:33,255.2,255.163466,255.1883285,255.1201859
19/14:18:33,255.2,255.1638296,255.1883401,255.1204515
19/14:18:33,255.25,255.164687,255.1884017,255.1208826
19/14:18:33,255.2,255.1650383,255.1884133,255.1211459
19/14:18:33,255.2,255.1653862,255.1884249,255.1214083
19/14:18:33,255.2,255.1657306,255.1884365,255.1216699
19/14:18:35,255.2,255.1660716,255.188448,255.1219305
19/14:18:36,255.2,255.1664092,255.1884596,255.1221903
19/14:18:37,255.2,255.1667435,255.1884711,255.1224493
19/14:18:37,255.2,255.1670744,255.1884827,255.1227073
19/14:18:37,255.2,255.167402,255.1884942,255.1229646
19/14:18:37,255.2,255.1677263,255.1885057,255.1232209
19/14:18:41,255.2,255.1680475,255.1885172,255.1234764
19/14:18:41,255.15,255.1678679,255.1884787,255.1235647
19/14:18:53,255.2,255.1681876,255.1884902,255.123819
19/14:18:53,255.2,255.1685042,255.1885017,255.1240726
19/14:18:54,255.2,255.1688176,255.1885132,255.1243252
19/14:19:00,255.2,255.1691278,255.1885246,255.1245771
19/14:19:00,255.2,255.169435,255.1885361,255.124828
19/14:19:00,255.2,255.1697391,255.1885476,255.1250782
19/14:19:00,255.2,255.1700402,255.188559,255.1253275
19/14:19:06,255.2,255.1703383,255.1885705,255.125576
19/14:19:09,255.2,255.1706335,255.1885819,255.1258237
19/14:19:10,255.2,255.1709257,255.1885933,255.1260705
19/14:19:14,255.2,255.171215,255.1886047,255.1263166
19/14:19:16,255.2,255.1715014,255.1886161,255.1265618
19/14:19:16,255.2,255.171785,255.1886275,255.1268061
19/14:19:16,255.2,255.1720657,255.1886388,255.1270497
19/14:19:17,255.2,255.1723437,255.1886502,255.1272925
19/14:19:17,255.2,255.1726189,255.1886615,255.1275344
19/14:19:17,255.2,255.1728913,255.1886729,255.1277756
19/14:19:18,255.2,255.1731611,255.1886842,255.1280159
19/14:19:22,255.2,255.1734281,255.1886955,255.1282555
19/14:19:22,255.2,255.1736925,255.1887068,255.1284942
19/14:19:25,255.15,255.1734568,255.1886681,255.1285658
19/14:19:31,255.2,255.1737209,255.1886794,255.1288035
19/14:19:46,255.2,255.1739824,255.1886907,255.1290404
19/14:19:49,255.2,255.1742412,255.188702,255.1292766
19/14:19:49,255.2,255.1744975,255.1887133,255.1295119
19/14:19:49,255.2,255.1747513,255.1887246,255.1297465
19/14:19:49,255.2,255.1750025,255.1887359,255.1299803
19/14:19:54,255.2,255.1752513,255.1887472,255.1302133
19/14:19:54,255.2,255.1754975,255.1887584,255.1304455
19/14:19:55,255.2,255.1757413,255.1887696,255.130677
19/14:19:55,255.2,255.1759827,255.1887809,255.1309077
19/14:19:58,255.2,255.1762217,255.1887921,255.1311376
19/14:19:58,255.2,255.1764583,255.1888033,255.1313668
19/14:19:59,255.2,255.1766925,255.1888145,255.1315952
19/14:19:59,255.2,255.1769244,255.1888256,255.1318228
19/14:19:59,255.2,255.177154,255.1888368,255.1320497
19/14:19:59,255.2,255.1773814,255.188848,255.1322758
19/14:19:59,255.2,255.1776064,255.1888591,255.1325012
19/14:20:01,255.2,255.1778293,255.1888703,255.1327258
19/14:20:01,255.2,255.1780499,255.1888814,255.1329497
19/14:20:01,255.25,255.1787658,255.1889425,255.1333392
19/14:20:01,255.25,255.1794746,255.1890035,255.1337274
19/14:20:01,255.2,255.1796788,255.1890145,255.133948
19/14:20:01,255.25,255.1803785,255.1890754,255.1343342
19/14:20:01,255.2,255.1805738,255.1890864,255.1345527
19/14:20:01,255.25,255.1812646,255.1891472,255.1349369
19/14:20:01,255.2,255.181451,255.1891581,255.1351534
19/14:20:01,255.2,255.1816356,255.1891689,255.1353692
19/14:20:01,255.2,255.1818183,255.1891798,255.1355843
19/14:20:01,255.2,255.1819992,255.1891906,255.1357986
19/14:20:01,255.2,255.1821783,255.1892014,255.1360123
19/14:20:02,255.2,255.1823556,255.1892122,255.1362252
19/14:20:02,255.2,255.1825312,255.1892229,255.1364374
19/14:20:02,255.2,255.182705,255.1892337,255.136649
19/14:20:03,255.2,255.1828771,255.1892445,255.1368598
19/14:20:13,255.2,255.1830475,255.1892552,255.1370699
19/14:20:15,255.2,255.1832162,255.189266,255.1372793
19/14:20:18,255.15,255.1828857,255.1892267,255.1373216
19/14:20:29,255.15,255.1825584,255.1891875,255.1373638
19/14:20:30,255.15,255.1822345,255.1891483,255.1374059
19/14:20:44,255.15,255.1819137,255.1891092,255.1374478
19/14:21:03,255.2,255.1820937,255.1891201,255.1376559
19/14:21:03,255.2,255.1822719,255.189131,255.1378634
19/14:21:03,255.2,255.1824483,255.1891418,255.1380702
19/14:21:03,255.2,255.1826229,255.1891527,255.1382763
19/14:21:03,255.2,255.1827958,255.1891635,255.1384817
19/14:21:03,255.15,255.1824695,255.1891244,255.13852
19/14:21:05,255.2,255.1826439,255.1891353,255.1387246
19/14:21:05,255.15,255.1823191,255.1890961,255.1387621
19/14:21:08,255.2,255.182495,255.189107,255.1389659
19/14:21:17,255.15,255.1821717,255.189068,255.1390026
19/14:21:17,255.2,255.1823491,255.1890789,255.1392056
19/14:21:28,255.15,255.1820272,255.1890398,255.1392415
19/14:21:28,255.15,255.1817085,255.1890008,255.1392773
19/14:21:28,255.15,255.181393,255.1889618,255.139313
19/14:21:34,255.15,255.1810807,255.1889229,255.1393486
19/14:21:39,255.15,255.1807714,255.188884,255.139384
19/14:21:48,255.15,255.1804652,255.1888451,255.1394194
19/14:21:50,255.2,255.1806596,255.1888563,255.139621
19/14:21:52,255.15,255.1803545,255.1888174,255.1396555
19/14:21:55,255.2,255.18055,255.1888286,255.1398563
19/14:22:00,255.15,255.180246,255.1887898,255.1398901
19/14:22:06,255.15,255.1799451,255.188751,255.1399237
19/14:22:18,255.15,255.1796471,255.1887123,255.1399573
19/14:22:28,255.15,255.1793521,255.1886736,255.1399907
19/14:22:31,255.15,255.1790601,255.1886349,255.140024
19/14:22:33,255.15,255.1787709,255.1885963,255.1400572
19/14:22:35,255.15,255.1784846,255.1885578,255.1400903
19/14:22:41,255.15,255.1782012,255.1885192,255.1401232
19/14:22:47,255.15,255.1779206,255.1884807,255.1401561
19/14:22:51,255.15,255.1776428,255.1884423,255.1401889
19/14:22:51,255.15,255.1773677,255.1884038,255.1402215
19/14:22:51,255.15,255.1770954,255.1883654,255.1402541
19/14:22:51,255.15,255.1768258,255.1883271,255.1402865
19/14:22:51,255.15,255.1765589,255.1882888,255.1403188
19/14:22:51,255.15,255.1762946,255.1882505,255.140351
19/14:22:51,255.15,255.176033,255.1882123,255.1403831
19/14:22:51,255.15,255.1757739,255.1881741,255.1404151
19/14:22:51,255.15,255.1755175,255.1881359,255.140447
19/14:22:51,255.15,255.1752636,255.1880978,255.1404788
19/14:22:51,255.15,255.1750122,255.1880597,255.1405105
19/14:22:51,255.15,255.1747633,255.1880217,255.1405421
19/14:22:52,255.15,255.1745169,255.1879837,255.1405736
19/14:22:52,255.15,255.174273,255.1879457,255.1406049
19/14:22:53,255.15,255.1740314,255.1879078,255.1406362
19/14:22:53,255.1,255.1732948,255.1878199,255.140501
19/14:22:53,255.1,255.1725655,255.1877322,255.1403662
19/14:22:53,255.1,255.1718435,255.1876445,255.1402319
19/14:22:53,255.1,255.1711286,255.1875569,255.140098
19/14:22:53,255.1,255.1704209,255.1874694,255.1399645
19/14:22:53,255.1,255.1697202,255.1873819,255.1398316
19/14:22:53,255.1,255.1690264,255.1872946,255.139699
19/14:22:53,255.1,255.1683396,255.1872074,255.1395669
19/14:22:53,255.1,255.1676596,255.1871202,255.1394352
19/14:22:53,255.1,255.1669864,255.1870331,255.139304
19/14:22:59,255.15,255.1668173,255.1869961,255.1393396
19/14:23:01,255.1,255.1661525,255.1869091,255.1392087
19/14:23:01,255.1,255.1654943,255.1868223,255.1390782
19/14:23:04,255.1,255.1648426,255.1867355,255.1389481
19/14:23:04,255.1,255.1641974,255.1866488,255.1388185
19/14:23:05,255.1,255.1635586,255.1865622,255.1386894
19/14:23:09,255.1,255.1629262,255.1864757,255.1385606
19/14:23:13,255.1,255.1623,255.1863893,255.1384323
19/14:23:13,255.1,255.1616801,255.1863029,255.1383044
19/14:23:13,255.1,255.1610664,255.1862166,255.1381769
19/14:23:15,255.1,255.1604588,255.1861305,255.1380499
19/14:23:23,255.1,255.1598572,255.1860444,255.1379233
19/14:23:25,255.1,255.1592616,255.1859584,255.1377971
19/14:23:27,255.15,255.1591695,255.1859224,255.1378377
19/14:23:27,255.1,255.1585807,255.1858366,255.1377117
19/14:23:29,255.1,255.1579978,255.1857508,255.1375863
19/14:23:32,255.1,255.1574207,255.1856651,255.1374612
19/14:23:34,255.15,255.1573469,255.1856294,255.1375029
19/14:24:02,255.1,255.1567763,255.1855438,255.1373781
19/14:24:07,255.1,255.1562113,255.1854583,255.1372537
19/14:24:19,255.15,255.1561495,255.1854229,255.1372961
19/14:24:19,255.15,255.1560883,255.1853875,255.1373384
19/14:24:19,255.15,255.1560278,255.1853521,255.1373805
19/14:24:19,255.15,255.1559678,255.1853168,255.1374225
19/14:24:19,255.15,255.1559084,255.1852815,255.1374644
19/14:24:20,255.15,255.1558496,255.1852462,255.1375061
19/14:24:23,255.15,255.1557914,255.185211,255.1375477
19/14:24:23,255.15,255.1557338,255.1851758,255.1375891
19/14:24:26,255.15,255.1556767,255.1851406,255.1376304
19/14:24:28,255.15,255.1556202,255.1851055,255.1376716
19/14:24:32,255.15,255.1555643,255.1850704,255.1377126
19/14:24:32,255.15,255.1555089,255.1850354,255.1377535
19/14:24:33,255.15,255.1554541,255.1850004,255.1377943
19/14:24:40,255.2,255.1558974,255.1850153,255.1380013
19/14:24:43,255.2,255.1563362,255.1850303,255.1382076
19/14:24:45,255.2,255.1567707,255.1850453,255.1384132
19/14:24:48,255.15,255.1567033,255.1850103,255.1384518
19/14:24:59,255.2,255.1571341,255.1850252,255.1386566
19/14:24:59,255.2,255.1575606,255.1850402,255.1388607
19/14:24:59,255.2,255.1579829,255.1850552,255.1390642
19/14:24:59,255.2,255.158401,255.1850701,255.139267
19/14:24:59,255.2,255.1588149,255.185085,255.1394691
19/14:24:59,255.2,255.1592247,255.1850999,255.1396705
19/14:25:00,255.25,255.160128,255.1851648,255.1400377
19/14:25:01,255.2,255.1605247,255.1851796,255.1402372
19/14:25:01,255.2,255.1609175,255.1851944,255.1404361
19/14:25:01,255.2,255.1613064,255.1852092,255.1406343
19/14:25:01,255.2,255.1616914,255.185224,255.1408319
19/14:25:01,255.2,255.1620726,255.1852388,255.1410288
19/14:25:34,255.2,255.1624499,255.1852535,255.141225
19/14:25:34,255.2,255.1628236,255.1852683,255.1414206
19/14:25:36,255.2,255.1631935,255.185283,255.1416155
19/14:25:37,255.2,255.1635597,255.1852977,255.1418098
19/14:25:45,255.15,255.1634248,255.1852624,255.1418371
19/14:25:45,255.15,255.1632912,255.1852272,255.1418642
19/14:25:45,255.15,255.163159,255.185192,255.1418913
19/14:25:56,255.15,255.163028,255.1851568,255.1419183
19/14:26:04,255.15,255.1628984,255.1851217,255.1419452
19/14:26:13,255.15,255.1627701,255.1850866,255.141972
19/14:26:26,255.15,255.162643,255.1850515,255.1419987
19/14:26:30,255.15,255.1625172,255.1850165,255.1420253
19/14:26:35,255.2,255.1628902,255.1850314,255.1422183
19/14:26:49,255.15,255.1627619,255.1849964,255.1422442
19/14:26:50,255.15,255.1626349,255.1849614,255.14227
19/14:26:50,255.2,255.1630067,255.1849765,255.1424621
19/14:27:07,255.15,255.1628773,255.1849415,255.1424872
19/14:27:19,255.15,255.1627492,255.1849066,255.1425122
19/14:27:20,255.15,255.1626223,255.1848717,255.1425371
19/14:27:22,255.15,255.1624967,255.1848368,255.1425619
19/14:27:25,255.15,255.1623724,255.184802,255.1425867
19/14:27:27,255.15,255.1622493,255.1847672,255.1426113
19/14:27:31,255.2,255.1626249,255.1847825,255.1428023
19/14:27:31,255.2,255.1629968,255.1847977,255.1429927
19/14:27:32,255.15,255.1628675,255.1847629,255.143016
19/14:27:46,255.15,255.1627394,255.1847281,255.1430392
19/14:27:47,255.1,255.1621151,255.1846435,255.142896
19/14:27:47,255.15,255.1619946,255.1846088,255.1429196
19/14:27:47,255.15,255.1618752,255.1845742,255.1429432
19/14:27:47,255.15,255.1617571,255.1845397,255.1429667
19/14:27:47,255.15,255.1616401,255.1845052,255.1429901
19/14:27:51,255.15,255.1615243,255.1844707,255.1430134
19/14:27:51,255.15,255.1614096,255.1844362,255.1430367
19/14:27:52,255.15,255.1612961,255.1844018,255.1430598
19/14:27:52,255.15,255.1611837,255.1843674,255.1430829
19/14:28:10,255.15,255.1610724,255.1843331,255.143106
19/14:28:10,255.15,255.1609622,255.1842988,255.1431289
19/14:28:15,255.15,255.1608531,255.1842645,255.1431518
19/14:28:15,255.15,255.1607452,255.1842302,255.1431745
19/14:28:15,255.15,255.1606382,255.184196,255.1431973
19/14:28:25,255.15,255.1605324,255.1841618,255.1432199
19/14:28:40,255.15,255.1604276,255.1841277,255.1432425
19/14:28:42,255.2,255.1608213,255.1841436,255.1434313
19/14:28:42,255.2,255.1612112,255.1841594,255.1436196
19/14:28:42,255.2,255.1615971,255.1841752,255.1438072
19/14:28:43,255.2,255.1619793,255.1841911,255.1439942
19/14:28:48,255.2,255.1623576,255.1842069,255.1441806
19/14:28:53,255.2,255.1627321,255.1842226,255.1443663
19/14:28:59,255.2,255.1631029,255.1842384,255.1445515
19/14:28:59,255.2,255.1634701,255.1842542,255.144736
19/14:29:02,255.2,255.1638336,255.1842699,255.1449199
19/14:29:02,255.2,255.1641934,255.1842856,255.1451032
19/14:29:02,255.2,255.1645497,255.1843013,255.1452859
19/14:29:02,255.2,255.1649025,255.184317,255.145468
19/14:29:06,255.2,255.1652517,255.1843327,255.1456494
19/14:29:08,255.2,255.1655974,255.1843484,255.1458303
19/14:29:08,255.2,255.1659398,255.184364,255.1460106
19/14:29:08,255.2,255.1662787,255.1843796,255.1461902
19/14:29:08,255.2,255.1666142,255.1843952,255.1463693
19/14:29:08,255.2,255.1669464,255.1844108,255.1465478
19/14:29:08,255.2,255.1672753,255.1844264,255.1467256
19/14:29:08,255.2,255.1676009,255.184442,255.1469029
19/14:29:09,255.15,255.1674258,255.1844076,255.1469132
19/14:29:09,255.2,255.1677499,255.1844231,255.1470899
19/14:29:09,255.2,255.1680708,255.1844387,255.147266
19/14:29:09,255.25,255.168886,255.1845042,255.1476079
19/14:29:09,255.2,255.1691956,255.1845197,255.1477822
19/14:29:09,255.2,255.1695021,255.1845352,255.147956
19/14:29:09,255.2,255.1698056,255.1845507,255.1481292
19/14:29:09,255.2,255.170106,255.1845661,255.1483018
19/14:29:09,255.2,255.1704035,255.1845815,255.1484738
19/14:29:19,255.15,255.1702004,255.184547,255.1484789
19/14:29:43,255.2,255.170497,255.1845624,255.1486503
19/14:29:49,255.15,255.170293,255.1845279,255.1486548
19/14:29:49,255.2,255.1705886,255.1845433,255.1488257
19/14:30:00,255.2,255.1708813,255.1845588,255.148996
19/14:30:00,255.2,255.171171,255.1845742,255.1491657
19/14:30:00,255.2,255.1714578,255.1845896,255.1493349
19/14:30:02,255.15,255.1712443,255.1845551,255.1493371
19/14:30:02,255.15,255.1710329,255.1845205,255.1493393
19/14:30:02,255.15,255.1708237,255.184486,255.1493415
19/14:30:03,255.2,255.171114,255.1845015,255.1495101
19/14:30:03,255.2,255.1714014,255.184517,255.1496781
19/14:30:03,255.2,255.171686,255.1845325,255.1498456
19/14:30:03,255.2,255.1719677,255.1845479,255.1500125
19/14:30:04,255.15,255.1717491,255.1845134,255.1500124
19/14:30:04,255.2,255.1720302,255.1845289,255.1501788
19/14:30:04,255.2,255.1723085,255.1845444,255.1503446
19/14:30:04,255.2,255.1725841,255.1845598,255.1505098
19/14:30:04,255.2,255.1728569,255.1845752,255.1506745
19/14:30:07,255.2,255.1731269,255.1845907,255.1508387
19/14:30:07,255.2,255.1733943,255.1846061,255.1510023
19/14:30:07,255.2,255.1736591,255.1846214,255.1511653
19/14:30:07,255.2,255.1739212,255.1846368,255.1513278
19/14:30:07,255.2,255.1741807,255.1846522,255.1514898
19/14:30:07,255.2,255.1744376,255.1846675,255.1516512
19/14:30:07,255.2,255.1746919,255.1846828,255.1518121
19/14:30:07,255.2,255.1749437,255.1846981,255.1519725
19/14:30:07,255.2,255.175193,255.1847134,255.1521323
19/14:30:07,255.2,255.1754399,255.1847287,255.1522916
19/14:30:07,255.2,255.1756843,255.184744,255.1524504
19/14:30:07,255.2,255.1759262,255.1847592,255.1526086
19/14:30:07,255.2,255.1761658,255.1847745,255.1527663
19/14:30:08,255.15,255.1759054,255.1847397,255.1527571
19/14:30:15,255.2,255.1761451,255.184755,255.1529143
19/14:30:15,255.2,255.1763825,255.1847702,255.153071
19/14:30:15,255.2,255.1766175,255.1847854,255.1532272
19/14:30:15,255.2,255.1768502,255.1848006,255.1533828
19/14:30:15,255.2,255.1770805,255.1848158,255.153538
19/14:30:15,255.2,255.1773086,255.184831,255.1536926
19/14:30:15,255.2,255.1775344,255.1848462,255.1538467
19/14:30:16,255.15,255.1772604,255.1848113,255.1538339
19/14:30:20,255.2,255.1774866,255.1848265,255.1539875
19/14:30:21,255.2,255.1777107,255.1848417,255.1541406
19/14:30:21,255.2,255.1779324,255.1848568,255.1542932
19/14:30:36,255.15,255.1776545,255.184822,255.1542789
19/14:30:39,255.15,255.1773793,255.1847872,255.1542647
19/14:30:42,255.15,255.1771069,255.1847524,255.1542505
19/14:30:51,255.15,255.1768372,255.1847177,255.1542364
19/14:30:59,255.2,255.1770677,255.1847329,255.1543887
19/14:30:59,255.2,255.1772958,255.1847482,255.1545404
19/14:31:00,255.2,255.1775218,255.1847634,255.1546917
19/14:31:00,255.2,255.1777454,255.1847787,255.1548425
19/14:31:00,255.2,255.1779669,255.1847939,255.1549928
19/14:31:00,255.2,255.1781861,255.1848091,255.1551426
19/14:31:00,255.2,255.1784031,255.1848243,255.1552918
19/14:31:00,255.2,255.178618,255.1848394,255.1554406
19/14:31:00,255.2,255.1788308,255.1848546,255.1555889
19/14:31:00,255.2,255.1790414,255.1848697,255.1557367
19/14:31:00,255.2,255.17925,255.1848849,255.155884
19/14:31:01,255.25,255.179954,255.1849499,255.1561972
19/14:31:01,255.2,255.1801534,255.184965,255.1563429
19/14:31:02,255.2,255.1803509,255.18498,255.1564882
19/14:31:07,255.2,255.1805464,255.184995,255.156633
19/14:31:08,255.2,255.18074,255.18501,255.1567773
19/14:31:29,255.2,255.1809316,255.185025,255.1569212
19/14:31:29,255.2,255.1811214,255.18504,255.1570645
19/14:31:38,255.15,255.1808117,255.1850049,255.157041
19/14:31:38,255.2,255.1810026,255.1850199,255.157184
19/14:31:38,255.2,255.1811917,255.1850349,255.1573265
19/14:31:46,255.2,255.1813788,255.1850499,255.1574685
19/14:31:47,255.2,255.1815641,255.1850648,255.15761
19/14:31:48,255.15,255.18125,255.1850298,255.1575847
19/14:32:03,255.2,255.1814366,255.1850447,255.1577258
19/14:32:06,255.2,255.1816213,255.1850597,255.1578665
19/14:32:10,255.15,255.1813067,255.1850246,255.1578403
19/14:32:10,255.15,255.1809951,255.1849896,255.1578142
19/14:32:10,255.15,255.1806867,255.1849546,255.1577882
19/14:32:10,255.15,255.1803814,255.1849197,255.1577623
19/14:32:10,255.15,255.1800791,255.1848848,255.1577365
19/14:32:10,255.15,255.1797798,255.1848499,255.1577107
19/14:32:10,255.15,255.1794835,255.1848151,255.1576851
19/14:32:10,255.15,255.1791901,255.1847803,255.1576595
19/14:32:10,255.15,255.1788997,255.1847455,255.157634
19/14:32:10,255.15,255.1786121,255.1847108,255.1576086
19/14:32:11,255.15,255.1783274,255.1846761,255.1575833
19/14:32:16,255.15,255.1780455,255.1846415,255.1575581
19/14:32:17,255.15,255.1777665,255.1846068,255.1575329
19/14:32:17,255.15,255.1774902,255.1845723,255.1575078
19/14:32:19,255.15,255.1772167,255.1845377,255.1574829
19/14:32:20,255.2,255.1774434,255.1845532,255.1576243
19/14:32:20,255.2,255.1776678,255.1845686,255.1577654
19/14:32:20,255.2,255.17789,255.184584,255.1579059
