시간,시가,고가,저가,종가,200,400,600,800,1000,1200
27/09:39:35,273.25,273.25,273.25,273.25,273.33,273.34,273.4,273.39,273.38,273.37
27/09:39:35,273.25,273.25,273.25,273.25,273.33,273.34,273.4,273.39,273.38,273.37
27/09:39:39,273.3,273.3,273.3,273.3,273.33,273.34,273.4,273.39,273.38,273.37
27/09:39:39,273.3,273.3,273.3,273.3,273.33,273.34,273.4,273.39,273.38,273.37
27/09:39:39,273.3,273.3,273.3,273.3,273.33,273.34,273.4,273.39,273.38,273.37
27/09:39:39,273.3,273.3,273.3,273.3,273.33,273.34,273.4,273.39,273.38,273.37
27/09:39:40,273.3,273.3,273.3,273.3,273.33,273.33,273.4,273.39,273.38,273.37
27/09:39:40,273.3,273.3,273.3,273.3,273.33,273.34,273.4,273.39,273.38,273.37
27/09:39:41,273.3,273.3,273.3,273.3,273.33,273.33,273.4,273.39,273.38,273.37
27/09:39:41,273.3,273.3,273.3,273.3,273.33,273.33,273.4,273.39,273.38,273.37
27/09:39:41,273.3,273.3,273.3,273.3,273.33,273.33,273.4,273.39,273.38,273.37
27/09:39:43,273.3,273.3,273.3,273.3,273.33,273.33,273.4,273.39,273.38,273.37
27/09:39:43,273.3,273.3,273.3,273.3,273.33,273.33,273.4,273.39,273.38,273.37
27/09:39:45,273.3,273.3,273.3,273.3,273.33,273.33,273.4,273.39,273.38,273.37
27/09:39:46,273.3,273.3,273.3,273.3,273.33,273.33,273.4,273.39,273.38,273.37
27/09:39:46,273.3,273.3,273.3,273.3,273.33,273.33,273.4,273.39,273.38,273.37
27/09:39:49,273.25,273.25,273.25,273.25,273.33,273.33,273.4,273.39,273.38,273.37
27/09:40:00,273.25,273.25,273.25,273.25,273.33,273.33,273.39,273.39,273.38,273.37
27/09:40:00,273.25,273.25,273.25,273.25,273.33,273.33,273.39,273.39,273.38,273.37
27/09:40:01,273.2,273.2,273.2,273.2,273.33,273.33,273.39,273.39,273.38,273.37
27/09:40:01,273.2,273.2,273.2,273.2,273.33,273.33,273.39,273.39,273.38,273.37
27/09:40:01,273.25,273.25,273.25,273.25,273.33,273.33,273.39,273.39,273.38,273.37
27/09:40:01,273.25,273.25,273.25,273.25,273.33,273.33,273.39,273.39,273.38,273.37
27/09:40:01,273.25,273.25,273.25,273.25,273.33,273.33,273.39,273.39,273.38,273.37
27/09:40:02,273.25,273.25,273.25,273.25,273.32,273.33,273.39,273.39,273.38,273.37
27/09:40:02,273.25,273.25,273.25,273.25,273.33,273.33,273.39,273.39,273.38,273.37
27/09:40:03,273.25,273.25,273.25,273.25,273.32,273.33,273.39,273.39,273.38,273.37
27/09:40:05,273.2,273.2,273.2,273.2,273.32,273.33,273.39,273.39,273.38,273.37
27/09:40:06,273.25,273.25,273.25,273.25,273.32,273.32,273.39,273.39,273.38,273.37
27/09:40:06,273.25,273.25,273.25,273.25,273.32,273.32,273.39,273.39,273.38,273.37
27/09:40:06,273.25,273.25,273.25,273.25,273.32,273.32,273.39,273.39,273.38,273.37
27/09:40:06,273.25,273.25,273.25,273.25,273.32,273.32,273.39,273.39,273.38,273.37
27/09:40:06,273.25,273.25,273.25,273.25,273.32,273.32,273.39,273.39,273.38,273.37
27/09:40:06,273.25,273.25,273.25,273.25,273.32,273.32,273.39,273.39,273.38,273.37
27/09:40:06,273.25,273.25,273.25,273.25,273.32,273.32,273.39,273.39,273.38,273.37
27/09:40:06,273.25,273.25,273.25,273.25,273.32,273.32,273.39,273.39,273.38,273.37
27/09:40:06,273.2,273.2,273.2,273.2,273.32,273.33,273.39,273.39,273.38,273.37
27/09:40:06,273.25,273.25,273.25,273.25,273.32,273.33,273.39,273.39,273.38,273.37
27/09:40:06,273.25,273.25,273.25,273.25,273.32,273.33,273.39,273.39,273.38,273.37
27/09:40:06,273.25,273.25,273.25,273.25,273.32,273.33,273.39,273.39,273.38,273.37
27/09:40:07,273.25,273.25,273.25,273.25,273.32,273.32,273.39,273.39,273.38,273.37
27/09:40:07,273.25,273.25,273.25,273.25,273.32,273.32,273.39,273.39,273.38,273.37
27/09:40:08,273.25,273.25,273.25,273.25,273.31,273.32,273.39,273.39,273.37,273.37
27/09:40:08,273.25,273.25,273.25,273.25,273.31,273.32,273.39,273.39,273.38,273.37
27/09:40:08,273.25,273.25,273.25,273.25,273.31,273.32,273.39,273.39,273.38,273.37
27/09:40:10,273.25,273.25,273.25,273.25,273.31,273.32,273.39,273.39,273.37,273.37
27/09:40:10,273.25,273.25,273.25,273.25,273.31,273.32,273.39,273.39,273.37,273.37
27/09:40:10,273.25,273.25,273.25,273.25,273.31,273.32,273.39,273.39,273.37,273.37
27/09:40:11,273.25,273.25,273.25,273.25,273.31,273.32,273.39,273.39,273.37,273.37
27/09:40:12,273.25,273.25,273.25,273.25,273.31,273.32,273.39,273.39,273.37,273.37
27/09:40:13,273.25,273.25,273.25,273.25,273.31,273.32,273.38,273.39,273.37,273.37
27/09:40:20,273.25,273.25,273.25,273.25,273.31,273.32,273.38,273.39,273.37,273.37
27/09:40:24,273.25,273.25,273.25,273.25,273.3,273.32,273.38,273.39,273.37,273.37
27/09:40:24,273.25,273.25,273.25,273.25,273.3,273.32,273.38,273.39,273.37,273.37
27/09:40:24,273.25,273.25,273.25,273.25,273.3,273.32,273.38,273.39,273.37,273.37
27/09:40:24,273.25,273.25,273.25,273.25,273.3,273.32,273.38,273.39,273.37,273.37
27/09:40:24,273.25,273.25,273.25,273.25,273.3,273.32,273.38,273.39,273.37,273.37
27/09:40:24,273.25,273.25,273.25,273.25,273.3,273.32,273.38,273.39,273.37,273.37
27/09:40:24,273.25,273.25,273.25,273.25,273.31,273.32,273.38,273.39,273.37,273.37
27/09:40:25,273.25,273.25,273.25,273.25,273.3,273.32,273.38,273.39,273.37,273.37
27/09:40:26,273.25,273.25,273.25,273.25,273.3,273.32,273.38,273.39,273.37,273.37
27/09:40:27,273.25,273.25,273.25,273.25,273.3,273.32,273.38,273.39,273.37,273.37
27/09:40:27,273.25,273.25,273.25,273.25,273.3,273.32,273.38,273.39,273.37,273.37
27/09:40:27,273.25,273.25,273.25,273.25,273.3,273.32,273.38,273.39,273.37,273.37
27/09:40:27,273.25,273.25,273.25,273.25,273.3,273.32,273.38,273.39,273.37,273.37
27/09:40:29,273.25,273.25,273.25,273.25,273.29,273.32,273.38,273.39,273.37,273.37
27/09:40:31,273.25,273.25,273.25,273.25,273.29,273.32,273.38,273.39,273.37,273.37
27/09:40:31,273.25,273.25,273.25,273.25,273.29,273.32,273.38,273.39,273.37,273.37
27/09:40:31,273.25,273.25,273.25,273.25,273.29,273.32,273.38,273.39,273.37,273.37
27/09:40:35,273.3,273.3,273.3,273.3,273.29,273.32,273.38,273.39,273.37,273.37
27/09:40:35,273.3,273.3,273.3,273.3,273.29,273.32,273.38,273.39,273.37,273.37
27/09:40:35,273.3,273.3,273.3,273.3,273.29,273.32,273.38,273.39,273.37,273.37
27/09:40:35,273.3,273.3,273.3,273.3,273.29,273.32,273.38,273.39,273.37,273.37
27/09:40:35,273.3,273.3,273.3,273.3,273.29,273.32,273.38,273.39,273.37,273.37
27/09:40:37,273.3,273.3,273.3,273.3,273.29,273.31,273.37,273.39,273.37,273.37
27/09:40:37,273.3,273.3,273.3,273.3,273.29,273.32,273.37,273.39,273.37,273.37
27/09:40:38,273.3,273.3,273.3,273.3,273.29,273.31,273.37,273.39,273.37,273.37
27/09:40:39,273.3,273.3,273.3,273.3,273.29,273.31,273.37,273.39,273.37,273.37
27/09:40:39,273.3,273.3,273.3,273.3,273.29,273.31,273.37,273.39,273.37,273.37
27/09:40:43,273.3,273.3,273.3,273.3,273.29,273.31,273.37,273.39,273.37,273.37
27/09:40:45,273.3,273.3,273.3,273.3,273.29,273.31,273.37,273.39,273.37,273.37
27/09:40:49,273.3,273.3,273.3,273.3,273.29,273.31,273.37,273.39,273.37,273.37
27/09:40:58,273.3,273.3,273.3,273.3,273.29,273.31,273.37,273.39,273.37,273.37
27/09:40:58,273.3,273.3,273.3,273.3,273.29,273.31,273.37,273.39,273.37,273.37
27/09:40:58,273.3,273.3,273.3,273.3,273.29,273.31,273.37,273.39,273.37,273.37
27/09:40:58,273.3,273.3,273.3,273.3,273.29,273.31,273.37,273.39,273.37,273.37
27/09:41:01,273.3,273.3,273.3,273.3,273.29,273.31,273.37,273.39,273.37,273.37
27/09:41:04,273.35,273.35,273.35,273.35,273.29,273.31,273.37,273.39,273.37,273.37
27/09:41:04,273.35,273.35,273.35,273.35,273.29,273.31,273.37,273.39,273.37,273.37
27/09:41:05,273.3,273.3,273.3,273.3,273.29,273.31,273.37,273.39,273.37,273.37
27/09:41:08,273.35,273.35,273.35,273.35,273.29,273.31,273.37,273.39,273.37,273.37
27/09:41:08,273.35,273.35,273.35,273.35,273.29,273.31,273.37,273.39,273.37,273.37
27/09:41:08,273.35,273.35,273.35,273.35,273.29,273.31,273.37,273.39,273.37,273.37
27/09:41:08,273.35,273.35,273.35,273.35,273.29,273.31,273.37,273.39,273.37,273.37
27/09:41:08,273.35,273.35,273.35,273.35,273.29,273.31,273.37,273.39,273.37,273.37
27/09:41:08,273.35,273.35,273.35,273.35,273.29,273.31,273.37,273.39,273.37,273.37
27/09:41:08,273.35,273.35,273.35,273.35,273.29,273.31,273.37,273.39,273.37,273.37
27/09:41:08,273.35,273.35,273.35,273.35,273.29,273.31,273.37,273.39,273.37,273.37
27/09:41:08,273.35,273.35,273.35,273.35,273.29,273.31,273.37,273.39,273.37,273.37
27/09:41:08,273.35,273.35,273.35,273.35,273.29,273.31,273.37,273.39,273.37,273.37
27/09:41:08,273.35,273.35,273.35,273.35,273.29,273.31,273.37,273.39,273.37,273.37
27/09:41:08,273.35,273.35,273.35,273.35,273.29,273.31,273.37,273.39,273.37,273.37
27/09:41:09,273.35,273.35,273.35,273.35,273.29,273.31,273.37,273.39,273.37,273.37
27/09:41:14,273.3,273.3,273.3,273.3,273.29,273.31,273.37,273.39,273.37,273.37
27/09:41:15,273.25,273.25,273.25,273.25,273.29,273.31,273.36,273.39,273.37,273.37
27/09:41:15,273.25,273.25,273.25,273.25,273.29,273.31,273.36,273.39,273.37,273.37
27/09:41:15,273.25,273.25,273.25,273.25,273.29,273.31,273.36,273.39,273.37,273.37
27/09:41:15,273.25,273.25,273.25,273.25,273.29,273.31,273.36,273.39,273.37,273.37
27/09:41:15,273.3,273.3,273.3,273.3,273.29,273.31,273.36,273.39,273.37,273.37
27/09:41:15,273.3,273.3,273.3,273.3,273.29,273.31,273.37,273.39,273.37,273.37
27/09:41:16,273.25,273.25,273.25,273.25,273.29,273.31,273.36,273.39,273.37,273.37
27/09:41:16,273.25,273.25,273.25,273.25,273.29,273.31,273.36,273.39,273.37,273.37
27/09:41:17,273.2,273.2,273.2,273.2,273.28,273.31,273.36,273.39,273.37,273.37
27/09:41:17,273.25,273.25,273.25,273.25,273.29,273.31,273.36,273.39,273.37,273.37
27/09:41:18,273.2,273.2,273.2,273.2,273.28,273.31,273.36,273.39,273.37,273.37
27/09:41:19,273.25,273.25,273.25,273.25,273.28,273.3,273.35,273.38,273.37,273.37
27/09:41:19,273.25,273.25,273.25,273.25,273.28,273.3,273.35,273.38,273.37,273.37
27/09:41:19,273.25,273.25,273.25,273.25,273.28,273.31,273.35,273.39,273.37,273.37
27/09:41:19,273.25,273.25,273.25,273.25,273.28,273.31,273.35,273.39,273.37,273.37
27/09:41:19,273.25,273.25,273.25,273.25,273.28,273.31,273.35,273.39,273.37,273.37
27/09:41:19,273.25,273.25,273.25,273.25,273.28,273.31,273.36,273.39,273.37,273.37
27/09:41:19,273.25,273.25,273.25,273.25,273.28,273.31,273.36,273.39,273.37,273.37
27/09:41:19,273.25,273.25,273.25,273.25,273.28,273.31,273.36,273.39,273.37,273.37
27/09:41:19,273.25,273.25,273.25,273.25,273.28,273.31,273.36,273.39,273.37,273.37
27/09:41:19,273.25,273.25,273.25,273.25,273.28,273.31,273.36,273.39,273.37,273.37
27/09:41:19,273.25,273.25,273.25,273.25,273.28,273.31,273.36,273.39,273.37,273.37
27/09:41:19,273.25,273.25,273.25,273.25,273.28,273.31,273.36,273.39,273.37,273.37
27/09:41:19,273.25,273.25,273.25,273.25,273.28,273.31,273.36,273.39,273.37,273.37
27/09:41:19,273.25,273.25,273.25,273.25,273.28,273.31,273.36,273.39,273.37,273.37
27/09:41:20,273.25,273.25,273.25,273.25,273.27,273.3,273.35,273.38,273.37,273.37
27/09:41:20,273.3,273.3,273.3,273.3,273.27,273.3,273.35,273.38,273.37,273.37
27/09:41:20,273.25,273.25,273.25,273.25,273.27,273.3,273.35,273.38,273.37,273.37
27/09:41:20,273.25,273.25,273.25,273.25,273.28,273.3,273.35,273.38,273.37,273.37
27/09:41:20,273.25,273.25,273.25,273.25,273.28,273.3,273.35,273.38,273.37,273.37
27/09:41:21,273.25,273.25,273.25,273.25,273.27,273.3,273.35,273.38,273.37,273.37
27/09:41:21,273.25,273.25,273.25,273.25,273.27,273.3,273.35,273.38,273.37,273.37
27/09:41:21,273.25,273.25,273.25,273.25,273.27,273.3,273.35,273.38,273.37,273.37
27/09:41:23,273.25,273.25,273.25,273.25,273.27,273.3,273.34,273.38,273.37,273.37
27/09:41:23,273.25,273.25,273.25,273.25,273.27,273.3,273.34,273.38,273.37,273.37
27/09:41:23,273.25,273.25,273.25,273.25,273.27,273.3,273.35,273.38,273.37,273.37
27/09:41:23,273.25,273.25,273.25,273.25,273.27,273.3,273.35,273.38,273.37,273.37
27/09:41:23,273.25,273.25,273.25,273.25,273.27,273.3,273.35,273.38,273.37,273.37
27/09:41:24,273.25,273.25,273.25,273.25,273.27,273.3,273.34,273.38,273.37,273.37
27/09:41:24,273.25,273.25,273.25,273.25,273.27,273.3,273.34,273.38,273.37,273.37
27/09:41:24,273.25,273.25,273.25,273.25,273.27,273.3,273.34,273.38,273.37,273.37
27/09:41:24,273.25,273.25,273.25,273.25,273.27,273.3,273.34,273.38,273.37,273.37
27/09:41:24,273.25,273.25,273.25,273.25,273.27,273.3,273.34,273.38,273.37,273.37
27/09:41:25,273.2,273.2,273.2,273.2,273.27,273.3,273.34,273.38,273.37,273.37
27/09:41:28,273.25,273.25,273.25,273.25,273.27,273.3,273.34,273.38,273.37,273.37
27/09:41:28,273.25,273.25,273.25,273.25,273.27,273.3,273.34,273.38,273.37,273.37
27/09:41:28,273.25,273.25,273.25,273.25,273.27,273.3,273.34,273.38,273.37,273.37
27/09:41:28,273.25,273.25,273.25,273.25,273.27,273.3,273.34,273.38,273.37,273.37
27/09:41:28,273.25,273.25,273.25,273.25,273.27,273.3,273.34,273.38,273.37,273.37
27/09:41:28,273.2,273.2,273.2,273.2,273.27,273.3,273.34,273.38,273.37,273.37
27/09:41:29,273.25,273.25,273.25,273.25,273.27,273.3,273.34,273.38,273.37,273.37
27/09:41:30,273.25,273.25,273.25,273.25,273.27,273.3,273.34,273.38,273.37,273.37
27/09:41:30,273.25,273.25,273.25,273.25,273.27,273.3,273.34,273.38,273.37,273.37
27/09:41:31,273.25,273.25,273.25,273.25,273.26,273.3,273.33,273.38,273.37,273.37
27/09:41:31,273.25,273.25,273.25,273.25,273.26,273.3,273.33,273.38,273.37,273.37
27/09:41:31,273.25,273.25,273.25,273.25,273.26,273.3,273.33,273.38,273.37,273.37
27/09:41:31,273.25,273.25,273.25,273.25,273.27,273.3,273.33,273.38,273.37,273.37
27/09:41:31,273.25,273.25,273.25,273.25,273.27,273.3,273.33,273.38,273.37,273.37
27/09:41:31,273.25,273.25,273.25,273.25,273.27,273.3,273.33,273.38,273.37,273.37
27/09:41:32,273.25,273.25,273.25,273.25,273.26,273.3,273.33,273.37,273.37,273.37
27/09:41:32,273.25,273.25,273.25,273.25,273.26,273.3,273.33,273.37,273.37,273.37
27/09:41:32,273.25,273.25,273.25,273.25,273.26,273.3,273.33,273.38,273.37,273.37
27/09:41:33,273.25,273.25,273.25,273.25,273.26,273.3,273.33,273.37,273.37,273.37
27/09:41:33,273.25,273.25,273.25,273.25,273.26,273.3,273.33,273.37,273.37,273.37
27/09:41:33,273.25,273.25,273.25,273.25,273.26,273.3,273.33,273.37,273.37,273.37
27/09:41:34,273.25,273.25,273.25,273.25,273.26,273.3,273.33,273.37,273.37,273.37
27/09:41:34,273.25,273.25,273.25,273.25,273.26,273.3,273.33,273.37,273.37,273.37
27/09:41:35,273.25,273.25,273.25,273.25,273.26,273.3,273.33,273.37,273.37,273.37
27/09:41:37,273.25,273.25,273.25,273.25,273.26,273.3,273.32,273.37,273.37,273.37
27/09:41:37,273.25,273.25,273.25,273.25,273.26,273.3,273.33,273.37,273.37,273.37
27/09:41:37,273.3,273.3,273.3,273.3,273.26,273.3,273.33,273.37,273.37,273.37
27/09:41:37,273.25,273.25,273.25,273.25,273.26,273.3,273.33,273.37,273.37,273.37
27/09:41:38,273.2,273.2,273.2,273.2,273.26,273.3,273.32,273.37,273.37,273.37
27/09:41:41,273.25,273.25,273.25,273.25,273.26,273.3,273.32,273.37,273.37,273.37
27/09:41:43,273.2,273.2,273.2,273.2,273.26,273.3,273.32,273.37,273.37,273.37
27/09:41:43,273.25,273.25,273.25,273.25,273.26,273.3,273.32,273.37,273.37,273.37
27/09:41:45,273.2,273.2,273.2,273.2,273.26,273.3,273.32,273.37,273.37,273.37
27/09:41:53,273.25,273.25,273.25,273.25,273.26,273.3,273.32,273.37,273.37,273.36
27/09:41:53,273.25,273.25,273.25,273.25,273.26,273.3,273.32,273.37,273.37,273.36
27/09:41:53,273.25,273.25,273.25,273.25,273.26,273.3,273.32,273.37,273.37,273.36
27/09:41:53,273.25,273.25,273.25,273.25,273.26,273.3,273.32,273.37,273.37,273.36
27/09:41:53,273.25,273.25,273.25,273.25,273.26,273.3,273.32,273.37,273.37,273.36
27/09:41:53,273.25,273.25,273.25,273.25,273.26,273.3,273.32,273.37,273.37,273.36
27/09:41:53,273.25,273.25,273.25,273.25,273.26,273.3,273.32,273.37,273.37,273.36
27/09:41:53,273.25,273.25,273.25,273.25,273.26,273.3,273.32,273.37,273.37,273.36
27/09:41:53,273.25,273.25,273.25,273.25,273.26,273.3,273.32,273.37,273.37,273.37
27/09:41:57,273.25,273.25,273.25,273.25,273.27,273.3,273.31,273.37,273.37,273.36
27/09:41:57,273.25,273.25,273.25,273.25,273.27,273.3,273.32,273.37,273.37,273.36
27/09:41:57,273.25,273.25,273.25,273.25,273.27,273.3,273.32,273.37,273.37,273.36
27/09:41:57,273.25,273.25,273.25,273.25,273.26,273.3,273.32,273.37,273.37,273.36
27/09:41:57,273.25,273.25,273.25,273.25,273.26,273.3,273.32,273.37,273.37,273.36
27/09:41:57,273.25,273.25,273.25,273.25,273.26,273.3,273.32,273.37,273.37,273.36
27/09:41:57,273.25,273.25,273.25,273.25,273.26,273.3,273.32,273.37,273.37,273.36
27/09:41:58,273.25,273.25,273.25,273.25,273.26,273.3,273.31,273.37,273.37,273.36
27/09:41:58,273.25,273.25,273.25,273.25,273.26,273.3,273.31,273.37,273.37,273.36
27/09:41:58,273.25,273.25,273.25,273.25,273.27,273.3,273.31,273.37,273.37,273.36
27/09:41:59,273.25,273.25,273.25,273.25,273.26,273.3,273.31,273.37,273.37,273.36
27/09:42:02,273.25,273.25,273.25,273.25,273.26,273.3,273.31,273.37,273.36,273.36
27/09:42:03,273.25,273.25,273.25,273.25,273.26,273.3,273.31,273.36,273.36,273.36
27/09:42:03,273.25,273.25,273.25,273.25,273.26,273.3,273.31,273.37,273.36,273.36
27/09:42:03,273.25,273.25,273.25,273.25,273.26,273.3,273.31,273.37,273.36,273.36
27/09:42:05,273.25,273.25,273.25,273.25,273.26,273.3,273.31,273.36,273.36,273.36
27/09:42:05,273.25,273.25,273.25,273.25,273.26,273.3,273.31,273.36,273.36,273.36
27/09:42:05,273.25,273.25,273.25,273.25,273.26,273.3,273.31,273.36,273.36,273.36
27/09:42:05,273.25,273.25,273.25,273.25,273.26,273.3,273.31,273.36,273.36,273.36
27/09:42:05,273.25,273.25,273.25,273.25,273.26,273.3,273.31,273.36,273.36,273.36
27/09:42:05,273.25,273.25,273.25,273.25,273.26,273.3,273.31,273.36,273.36,273.36
27/09:42:06,273.25,273.25,273.25,273.25,273.26,273.29,273.31,273.36,273.36,273.36
27/09:42:06,273.25,273.25,273.25,273.25,273.26,273.29,273.31,273.36,273.36,273.36
27/09:42:18,273.25,273.25,273.25,273.25,273.26,273.29,273.31,273.36,273.36,273.36
27/09:42:26,273.3,273.3,273.3,273.3,273.26,273.3,273.31,273.36,273.36,273.36
27/09:42:26,273.3,273.3,273.3,273.3,273.26,273.3,273.31,273.36,273.36,273.36
27/09:42:26,273.3,273.3,273.3,273.3,273.26,273.29,273.31,273.36,273.36,273.36
27/09:42:26,273.3,273.3,273.3,273.3,273.26,273.29,273.31,273.36,273.36,273.36
27/09:42:26,273.3,273.3,273.3,273.3,273.26,273.29,273.31,273.36,273.36,273.36
27/09:42:26,273.3,273.3,273.3,273.3,273.26,273.29,273.31,273.36,273.36,273.36
27/09:42:28,273.35,273.35,273.35,273.35,273.26,273.3,273.31,273.36,273.36,273.36
27/09:42:29,273.35,273.35,273.35,273.35,273.26,273.3,273.31,273.36,273.36,273.36
27/09:42:30,273.35,273.35,273.35,273.35,273.26,273.3,273.31,273.36,273.36,273.36
27/09:42:33,273.35,273.35,273.35,273.35,273.27,273.3,273.31,273.36,273.36,273.36
27/09:42:33,273.35,273.35,273.35,273.35,273.26,273.3,273.31,273.36,273.36,273.36
27/09:42:34,273.35,273.35,273.35,273.35,273.27,273.3,273.31,273.36,273.36,273.36
27/09:42:34,273.35,273.35,273.35,273.35,273.27,273.3,273.31,273.36,273.36,273.36
27/09:42:37,273.35,273.35,273.35,273.35,273.27,273.3,273.31,273.36,273.36,273.36
27/09:42:40,273.3,273.3,273.3,273.3,273.27,273.3,273.31,273.36,273.36,273.36
27/09:42:40,273.3,273.3,273.3,273.3,273.27,273.3,273.31,273.36,273.36,273.36
27/09:42:41,273.3,273.3,273.3,273.3,273.27,273.29,273.31,273.36,273.36,273.36
27/09:42:41,273.3,273.3,273.3,273.3,273.27,273.29,273.31,273.36,273.36,273.36
27/09:42:42,273.3,273.3,273.3,273.3,273.27,273.29,273.31,273.36,273.36,273.36
27/09:42:42,273.3,273.3,273.3,273.3,273.27,273.29,273.31,273.36,273.36,273.36
27/09:42:43,273.3,273.3,273.3,273.3,273.27,273.29,273.31,273.36,273.36,273.36
27/09:42:43,273.3,273.3,273.3,273.3,273.27,273.29,273.31,273.36,273.36,273.36
27/09:42:49,273.3,273.3,273.3,273.3,273.27,273.29,273.31,273.36,273.36,273.36
27/09:42:50,273.3,273.3,273.3,273.3,273.27,273.29,273.31,273.36,273.36,273.36
27/09:42:51,273.3,273.3,273.3,273.3,273.27,273.29,273.31,273.36,273.36,273.36
27/09:42:51,273.3,273.3,273.3,273.3,273.27,273.29,273.31,273.36,273.36,273.36
27/09:42:51,273.3,273.3,273.3,273.3,273.27,273.29,273.31,273.36,273.36,273.36
27/09:42:52,273.3,273.3,273.3,273.3,273.27,273.29,273.3,273.36,273.36,273.36
27/09:42:54,273.3,273.3,273.3,273.3,273.27,273.29,273.3,273.36,273.36,273.36
27/09:42:54,273.3,273.3,273.3,273.3,273.27,273.29,273.3,273.36,273.36,273.36
27/09:42:54,273.3,273.3,273.3,273.3,273.27,273.29,273.3,273.36,273.36,273.36
27/09:42:55,273.3,273.3,273.3,273.3,273.27,273.29,273.3,273.36,273.36,273.36
27/09:42:58,273.3,273.3,273.3,273.3,273.27,273.29,273.3,273.36,273.36,273.36
27/09:43:00,273.3,273.3,273.3,273.3,273.27,273.29,273.3,273.36,273.36,273.36
27/09:43:00,273.3,273.3,273.3,273.3,273.27,273.29,273.3,273.36,273.36,273.36
27/09:43:00,273.3,273.3,273.3,273.3,273.27,273.29,273.3,273.36,273.36,273.36
27/09:43:00,273.3,273.3,273.3,273.3,273.27,273.29,273.3,273.36,273.36,273.36
27/09:43:01,273.25,273.25,273.25,273.25,273.27,273.29,273.3,273.36,273.36,273.36
27/09:43:01,273.25,273.25,273.25,273.25,273.27,273.29,273.3,273.36,273.36,273.36
27/09:43:01,273.25,273.25,273.25,273.25,273.27,273.29,273.3,273.36,273.36,273.36
27/09:43:01,273.25,273.25,273.25,273.25,273.27,273.29,273.3,273.36,273.36,273.36
27/09:43:01,273.3,273.3,273.3,273.3,273.27,273.29,273.3,273.36,273.36,273.36
27/09:43:01,273.3,273.3,273.3,273.3,273.27,273.29,273.3,273.36,273.36,273.36
27/09:43:04,273.3,273.3,273.3,273.3,273.27,273.29,273.3,273.35,273.36,273.36
27/09:43:04,273.3,273.3,273.3,273.3,273.27,273.29,273.3,273.35,273.36,273.36
27/09:43:04,273.3,273.3,273.3,273.3,273.27,273.29,273.3,273.35,273.36,273.36
27/09:43:08,273.3,273.3,273.3,273.3,273.27,273.29,273.3,273.35,273.36,273.36
27/09:43:09,273.3,273.3,273.3,273.3,273.28,273.29,273.3,273.35,273.36,273.36
27/09:43:09,273.3,273.3,273.3,273.3,273.27,273.29,273.3,273.35,273.36,273.36
27/09:43:09,273.3,273.3,273.3,273.3,273.27,273.29,273.3,273.35,273.36,273.36
27/09:43:11,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:11,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:11,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:11,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:11,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:11,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:11,273.3,273.3,273.3,273.3,273.28,273.29,273.3,273.35,273.36,273.36
27/09:43:11,273.3,273.3,273.3,273.3,273.28,273.29,273.3,273.35,273.36,273.36
27/09:43:14,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:14,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:15,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:16,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:17,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:17,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:18,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:18,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:21,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:22,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:22,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:22,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:22,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:22,273.25,273.25,273.25,273.25,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:22,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:22,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:22,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:22,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
27/09:43:23,273.3,273.3,273.3,273.3,273.28,273.28,273.3,273.35,273.36,273.36
