시간,시가,고가,저가,종가,200,400,600,800,1000,1200
27/10:49:00,272.5,272.5,272.5,272.5,272.56,272.68,272.72,272.71,272.71,272.71
27/10:49:00,272.45,272.45,272.45,272.45,272.57,272.68,272.72,272.71,272.71,272.71
27/10:49:01,272.45,272.45,272.45,272.45,272.54,272.66,272.72,272.71,272.71,272.7
27/10:49:01,272.45,272.45,272.45,272.45,272.54,272.67,272.72,272.71,272.71,272.7
27/10:49:01,272.45,272.45,272.45,272.45,272.54,272.67,272.72,272.71,272.71,272.7
27/10:49:01,272.45,272.45,272.45,272.45,272.55,272.67,272.72,272.71,272.71,272.71
27/10:49:01,272.45,272.45,272.45,272.45,272.55,272.67,272.72,272.71,272.71,272.71
27/10:49:01,272.45,272.45,272.45,272.45,272.55,272.67,272.72,272.71,272.71,272.71
27/10:49:02,272.5,272.5,272.5,272.5,272.53,272.66,272.71,272.71,272.71,272.7
27/10:49:02,272.5,272.5,272.5,272.5,272.54,272.66,272.71,272.71,272.71,272.7
27/10:49:02,272.5,272.5,272.5,272.5,272.54,272.66,272.71,272.71,272.71,272.7
27/10:49:02,272.5,272.5,272.5,272.5,272.54,272.66,272.71,272.71,272.71,272.7
27/10:49:02,272.5,272.5,272.5,272.5,272.54,272.66,272.71,272.71,272.71,272.7
27/10:49:02,272.5,272.5,272.5,272.5,272.54,272.66,272.71,272.71,272.71,272.7
27/10:49:02,272.5,272.5,272.5,272.5,272.54,272.66,272.71,272.71,272.71,272.7
27/10:49:02,272.5,272.5,272.5,272.5,272.54,272.66,272.71,272.71,272.71,272.7
27/10:49:02,272.5,272.5,272.5,272.5,272.54,272.66,272.72,272.71,272.71,272.7
27/10:49:03,272.5,272.5,272.5,272.5,272.53,272.65,272.71,272.7,272.7,272.7
27/10:49:03,272.5,272.5,272.5,272.5,272.53,272.65,272.71,272.71,272.7,272.7
27/10:49:03,272.5,272.5,272.5,272.5,272.53,272.65,272.71,272.71,272.7,272.7
27/10:49:03,272.5,272.5,272.5,272.5,272.53,272.65,272.71,272.71,272.71,272.7
27/10:49:03,272.5,272.5,272.5,272.5,272.53,272.65,272.71,272.71,272.71,272.7
27/10:49:03,272.5,272.5,272.5,272.5,272.53,272.65,272.71,272.71,272.71,272.7
27/10:49:03,272.5,272.5,272.5,272.5,272.53,272.65,272.71,272.71,272.71,272.7
27/10:49:03,272.5,272.5,272.5,272.5,272.53,272.66,272.71,272.71,272.71,272.7
27/10:49:04,272.5,272.5,272.5,272.5,272.53,272.65,272.71,272.7,272.7,272.7
27/10:49:05,272.5,272.5,272.5,272.5,272.53,272.65,272.71,272.7,272.7,272.7
27/10:49:06,272.5,272.5,272.5,272.5,272.53,272.65,272.71,272.7,272.7,272.7
27/10:49:07,272.55,272.55,272.55,272.55,272.52,272.64,272.71,272.7,272.7,272.7
27/10:49:07,272.55,272.55,272.55,272.55,272.52,272.64,272.71,272.7,272.7,272.7
27/10:49:07,272.55,272.55,272.55,272.55,272.52,272.64,272.71,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.63,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.63,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.63,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.63,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.63,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.63,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.63,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.63,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.63,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.63,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.63,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.63,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.63,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.64,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.64,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.64,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.64,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.64,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.64,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.64,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.64,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.64,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.64,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.64,272.7,272.7,272.7,272.7
27/10:49:08,272.6,272.6,272.6,272.6,272.52,272.64,272.71,272.7,272.7,272.7
27/10:49:09,272.6,272.6,272.6,272.6,272.52,272.62,272.7,272.7,272.7,272.7
27/10:49:09,272.6,272.6,272.6,272.6,272.52,272.62,272.7,272.7,272.7,272.7
27/10:49:09,272.6,272.6,272.6,272.6,272.52,272.63,272.7,272.7,272.7,272.7
27/10:49:09,272.6,272.6,272.6,272.6,272.52,272.63,272.7,272.7,272.7,272.7
27/10:49:09,272.6,272.6,272.6,272.6,272.52,272.63,272.7,272.7,272.7,272.7
27/10:49:10,272.6,272.6,272.6,272.6,272.52,272.62,272.69,272.7,272.7,272.7
27/10:49:10,272.6,272.6,272.6,272.6,272.52,272.62,272.7,272.7,272.7,272.7
27/10:49:10,272.65,272.65,272.65,272.65,272.52,272.62,272.7,272.7,272.7,272.7
27/10:49:12,272.55,272.55,272.55,272.55,272.52,272.62,272.69,272.7,272.7,272.7
27/10:49:13,272.55,272.55,272.55,272.55,272.52,272.62,272.69,272.7,272.7,272.7
27/10:49:13,272.55,272.55,272.55,272.55,272.52,272.62,272.69,272.7,272.7,272.7
27/10:49:13,272.55,272.55,272.55,272.55,272.52,272.62,272.69,272.7,272.7,272.7
27/10:49:13,272.55,272.55,272.55,272.55,272.52,272.62,272.69,272.7,272.7,272.7
27/10:49:14,272.55,272.55,272.55,272.55,272.52,272.62,272.69,272.7,272.7,272.7
27/10:49:15,272.55,272.55,272.55,272.55,272.52,272.62,272.69,272.7,272.7,272.7
27/10:49:17,272.55,272.55,272.55,272.55,272.52,272.62,272.69,272.7,272.7,272.7
27/10:49:19,272.55,272.55,272.55,272.55,272.52,272.62,272.69,272.7,272.7,272.7
27/10:49:19,272.55,272.55,272.55,272.55,272.52,272.62,272.69,272.7,272.7,272.7
27/10:49:19,272.55,272.55,272.55,272.55,272.52,272.62,272.69,272.7,272.7,272.7
27/10:49:20,272.55,272.55,272.55,272.55,272.52,272.61,272.69,272.7,272.7,272.7
27/10:49:20,272.55,272.55,272.55,272.55,272.52,272.61,272.69,272.7,272.7,272.7
27/10:49:20,272.55,272.55,272.55,272.55,272.52,272.61,272.69,272.7,272.7,272.7
27/10:49:21,272.55,272.55,272.55,272.55,272.52,272.61,272.69,272.7,272.7,272.7
27/10:49:23,272.55,272.55,272.55,272.55,272.52,272.61,272.69,272.7,272.7,272.7
27/10:49:23,272.55,272.55,272.55,272.55,272.52,272.61,272.69,272.7,272.7,272.7
27/10:49:24,272.55,272.55,272.55,272.55,272.52,272.61,272.69,272.7,272.7,272.7
27/10:49:24,272.55,272.55,272.55,272.55,272.52,272.61,272.69,272.7,272.7,272.7
27/10:49:25,272.55,272.55,272.55,272.55,272.52,272.61,272.69,272.7,272.69,272.7
27/10:49:25,272.55,272.55,272.55,272.55,272.52,272.61,272.69,272.7,272.7,272.7
27/10:49:25,272.55,272.55,272.55,272.55,272.52,272.61,272.69,272.7,272.7,272.7
27/10:49:26,272.55,272.55,272.55,272.55,272.52,272.61,272.69,272.7,272.69,272.7
27/10:49:27,272.55,272.55,272.55,272.55,272.52,272.61,272.68,272.7,272.69,272.7
27/10:49:29,272.55,272.55,272.55,272.55,272.52,272.61,272.68,272.7,272.69,272.7
27/10:49:29,272.55,272.55,272.55,272.55,272.52,272.61,272.68,272.7,272.69,272.7
27/10:49:30,272.55,272.55,272.55,272.55,272.52,272.6,272.68,272.7,272.69,272.7
27/10:49:30,272.55,272.55,272.55,272.55,272.52,272.61,272.68,272.7,272.69,272.7
27/10:49:31,272.55,272.55,272.55,272.55,272.52,272.6,272.68,272.7,272.69,272.7
27/10:49:31,272.55,272.55,272.55,272.55,272.52,272.6,272.68,272.7,272.69,272.7
27/10:49:31,272.55,272.55,272.55,272.55,272.52,272.6,272.68,272.7,272.69,272.7
27/10:49:32,272.55,272.55,272.55,272.55,272.52,272.6,272.68,272.7,272.69,272.7
27/10:49:32,272.55,272.55,272.55,272.55,272.52,272.6,272.68,272.7,272.69,272.7
27/10:49:33,272.55,272.55,272.55,272.55,272.52,272.6,272.68,272.7,272.69,272.69
27/10:49:33,272.55,272.55,272.55,272.55,272.52,272.6,272.68,272.7,272.69,272.69
27/10:49:33,272.55,272.55,272.55,272.55,272.52,272.6,272.68,272.7,272.69,272.7
27/10:49:33,272.55,272.55,272.55,272.55,272.52,272.6,272.68,272.7,272.69,272.7
27/10:49:34,272.55,272.55,272.55,272.55,272.52,272.6,272.68,272.69,272.69,272.69
27/10:49:34,272.55,272.55,272.55,272.55,272.52,272.6,272.68,272.69,272.69,272.69
27/10:49:34,272.55,272.55,272.55,272.55,272.52,272.6,272.68,272.7,272.69,272.69
27/10:49:37,272.55,272.55,272.55,272.55,272.52,272.6,272.68,272.69,272.69,272.69
27/10:49:38,272.55,272.55,272.55,272.55,272.52,272.6,272.68,272.69,272.69,272.69
27/10:49:38,272.55,272.55,272.55,272.55,272.52,272.6,272.68,272.69,272.69,272.69
27/10:49:39,272.55,272.55,272.55,272.55,272.52,272.6,272.68,272.69,272.69,272.69
27/10:49:40,272.5,272.5,272.5,272.5,272.52,272.59,272.67,272.69,272.69,272.69
27/10:49:40,272.5,272.5,272.5,272.5,272.52,272.59,272.67,272.69,272.69,272.69
27/10:49:40,272.5,272.5,272.5,272.5,272.52,272.59,272.68,272.69,272.69,272.69
27/10:49:40,272.5,272.5,272.5,272.5,272.52,272.59,272.68,272.69,272.69,272.69
27/10:49:41,272.5,272.5,272.5,272.5,272.52,272.59,272.67,272.69,272.69,272.69
27/10:49:42,272.5,272.5,272.5,272.5,272.52,272.59,272.67,272.69,272.69,272.69
27/10:49:42,272.5,272.5,272.5,272.5,272.52,272.59,272.67,272.69,272.69,272.69
27/10:49:44,272.5,272.5,272.5,272.5,272.52,272.59,272.67,272.69,272.69,272.69
27/10:49:47,272.5,272.5,272.5,272.5,272.52,272.59,272.67,272.69,272.69,272.69
27/10:49:47,272.5,272.5,272.5,272.5,272.52,272.59,272.67,272.69,272.69,272.69
27/10:49:47,272.5,272.5,272.5,272.5,272.52,272.59,272.67,272.69,272.69,272.69
27/10:49:49,272.5,272.5,272.5,272.5,272.52,272.58,272.67,272.69,272.69,272.69
27/10:49:49,272.5,272.5,272.5,272.5,272.52,272.59,272.67,272.69,272.69,272.69
27/10:49:49,272.45,272.45,272.45,272.45,272.52,272.59,272.67,272.69,272.69,272.69
27/10:49:49,272.5,272.5,272.5,272.5,272.52,272.59,272.67,272.69,272.69,272.69
27/10:49:49,272.5,272.5,272.5,272.5,272.52,272.59,272.67,272.69,272.69,272.69
27/10:49:49,272.5,272.5,272.5,272.5,272.52,272.59,272.67,272.69,272.69,272.69
27/10:49:49,272.5,272.5,272.5,272.5,272.52,272.59,272.67,272.69,272.69,272.69
27/10:49:50,272.5,272.5,272.5,272.5,272.52,272.58,272.67,272.69,272.69,272.69
27/10:49:51,272.5,272.5,272.5,272.5,272.52,272.58,272.66,272.69,272.68,272.69
27/10:49:51,272.5,272.5,272.5,272.5,272.52,272.58,272.66,272.69,272.68,272.69
27/10:49:51,272.45,272.45,272.45,272.45,272.52,272.58,272.67,272.69,272.68,272.69
27/10:49:53,272.5,272.5,272.5,272.5,272.52,272.58,272.66,272.69,272.68,272.69
27/10:49:55,272.5,272.5,272.5,272.5,272.52,272.58,272.66,272.69,272.68,272.69
27/10:49:56,272.45,272.45,272.45,272.45,272.52,272.58,272.66,272.69,272.68,272.69
27/10:49:56,272.45,272.45,272.45,272.45,272.52,272.58,272.66,272.69,272.68,272.69
27/10:49:56,272.45,272.45,272.45,272.45,272.52,272.58,272.66,272.69,272.68,272.69
27/10:49:56,272.45,272.45,272.45,272.45,272.52,272.58,272.66,272.69,272.68,272.69
27/10:49:57,272.45,272.45,272.45,272.45,272.52,272.57,272.66,272.69,272.68,272.69
27/10:49:57,272.45,272.45,272.45,272.45,272.52,272.57,272.66,272.69,272.68,272.69
27/10:49:57,272.45,272.45,272.45,272.45,272.52,272.57,272.66,272.69,272.68,272.69
27/10:49:57,272.45,272.45,272.45,272.45,272.52,272.58,272.66,272.69,272.68,272.69
27/10:49:57,272.45,272.45,272.45,272.45,272.52,272.58,272.66,272.69,272.68,272.69
27/10:49:57,272.45,272.45,272.45,272.45,272.52,272.58,272.66,272.69,272.68,272.69
27/10:49:58,272.45,272.45,272.45,272.45,272.52,272.57,272.66,272.68,272.68,272.69
27/10:49:59,272.45,272.45,272.45,272.45,272.52,272.57,272.65,272.68,272.68,272.69
27/10:50:00,272.45,272.45,272.45,272.45,272.52,272.56,272.65,272.68,272.68,272.68
27/10:50:00,272.45,272.45,272.45,272.45,272.52,272.57,272.65,272.68,272.68,272.68
27/10:50:00,272.45,272.45,272.45,272.45,272.52,272.57,272.65,272.68,272.68,272.68
27/10:50:00,272.5,272.5,272.5,272.5,272.52,272.57,272.65,272.68,272.68,272.68
27/10:50:00,272.5,272.5,272.5,272.5,272.52,272.57,272.65,272.68,272.68,272.68
27/10:50:00,272.45,272.45,272.45,272.45,272.52,272.57,272.65,272.68,272.68,272.69
27/10:50:00,272.45,272.45,272.45,272.45,272.52,272.57,272.65,272.68,272.68,272.69
27/10:50:00,272.45,272.45,272.45,272.45,272.52,272.57,272.65,272.68,272.68,272.69
27/10:50:00,272.45,272.45,272.45,272.45,272.52,272.57,272.65,272.68,272.68,272.69
27/10:50:00,272.45,272.45,272.45,272.45,272.52,272.57,272.65,272.68,272.68,272.69
27/10:50:02,272.45,272.45,272.45,272.45,272.52,272.56,272.65,272.68,272.68,272.68
27/10:50:03,272.45,272.45,272.45,272.45,272.52,272.56,272.64,272.68,272.68,272.68
27/10:50:03,272.45,272.45,272.45,272.45,272.52,272.56,272.65,272.68,272.68,272.68
27/10:50:03,272.45,272.45,272.45,272.45,272.52,272.56,272.65,272.68,272.68,272.68
27/10:50:03,272.45,272.45,272.45,272.45,272.52,272.56,272.65,272.68,272.68,272.68
27/10:50:03,272.45,272.45,272.45,272.45,272.52,272.56,272.65,272.68,272.68,272.68
27/10:50:04,272.45,272.45,272.45,272.45,272.52,272.56,272.64,272.68,272.68,272.68
27/10:50:07,272.45,272.45,272.45,272.45,272.52,272.56,272.64,272.68,272.68,272.68
27/10:50:08,272.45,272.45,272.45,272.45,272.52,272.56,272.64,272.68,272.68,272.68
27/10:50:08,272.45,272.45,272.45,272.45,272.52,272.56,272.64,272.68,272.68,272.68
27/10:50:09,272.45,272.45,272.45,272.45,272.51,272.55,272.64,272.68,272.68,272.68
27/10:50:09,272.45,272.45,272.45,272.45,272.51,272.55,272.64,272.68,272.68,272.68
27/10:50:09,272.45,272.45,272.45,272.45,272.51,272.55,272.64,272.68,272.68,272.68
27/10:50:09,272.45,272.45,272.45,272.45,272.51,272.56,272.64,272.68,272.68,272.68
27/10:50:09,272.45,272.45,272.45,272.45,272.52,272.56,272.64,272.68,272.68,272.68
27/10:50:10,272.45,272.45,272.45,272.45,272.51,272.55,272.64,272.68,272.68,272.68
27/10:50:11,272.5,272.5,272.5,272.5,272.51,272.54,272.63,272.67,272.67,272.68
27/10:50:11,272.45,272.45,272.45,272.45,272.51,272.54,272.63,272.67,272.67,272.68
27/10:50:11,272.45,272.45,272.45,272.45,272.51,272.54,272.63,272.67,272.67,272.68
27/10:50:11,272.45,272.45,272.45,272.45,272.51,272.55,272.63,272.67,272.67,272.68
27/10:50:11,272.45,272.45,272.45,272.45,272.51,272.55,272.63,272.67,272.67,272.68
27/10:50:11,272.45,272.45,272.45,272.45,272.51,272.55,272.63,272.67,272.67,272.68
27/10:50:11,272.45,272.45,272.45,272.45,272.51,272.55,272.63,272.67,272.67,272.68
27/10:50:11,272.45,272.45,272.45,272.45,272.51,272.55,272.63,272.67,272.68,272.68
27/10:50:11,272.45,272.45,272.45,272.45,272.51,272.55,272.64,272.68,272.68,272.68
27/10:50:11,272.45,272.45,272.45,272.45,272.51,272.55,272.64,272.68,272.68,272.68
27/10:50:11,272.45,272.45,272.45,272.45,272.51,272.55,272.64,272.68,272.68,272.68
27/10:50:11,272.45,272.45,272.45,272.45,272.51,272.55,272.64,272.68,272.68,272.68
27/10:50:12,272.45,272.45,272.45,272.45,272.51,272.54,272.63,272.67,272.67,272.68
27/10:50:12,272.45,272.45,272.45,272.45,272.51,272.54,272.63,272.67,272.67,272.68
27/10:50:12,272.45,272.45,272.45,272.45,272.51,272.54,272.63,272.67,272.67,272.68
27/10:50:14,272.45,272.45,272.45,272.45,272.51,272.54,272.63,272.67,272.67,272.68
27/10:50:14,272.45,272.45,272.45,272.45,272.51,272.54,272.63,272.67,272.67,272.68
27/10:50:15,272.5,272.5,272.5,272.5,272.51,272.54,272.62,272.67,272.67,272.68
27/10:50:15,272.45,272.45,272.45,272.45,272.51,272.54,272.63,272.67,272.67,272.68
27/10:50:15,272.45,272.45,272.45,272.45,272.51,272.54,272.63,272.67,272.67,272.68
27/10:50:16,272.45,272.45,272.45,272.45,272.51,272.53,272.62,272.67,272.67,272.68
27/10:50:16,272.45,272.45,272.45,272.45,272.51,272.54,272.62,272.67,272.67,272.68
27/10:50:16,272.45,272.45,272.45,272.45,272.51,272.54,272.62,272.67,272.67,272.68
27/10:50:16,272.45,272.45,272.45,272.45,272.51,272.54,272.62,272.67,272.67,272.68
27/10:50:16,272.45,272.45,272.45,272.45,272.51,272.54,272.62,272.67,272.67,272.68
27/10:50:17,272.45,272.45,272.45,272.45,272.51,272.53,272.62,272.67,272.67,272.68
27/10:50:19,272.45,272.45,272.45,272.45,272.51,272.53,272.62,272.67,272.67,272.68
27/10:50:20,272.45,272.45,272.45,272.45,272.51,272.53,272.62,272.67,272.67,272.68
27/10:50:21,272.45,272.45,272.45,272.45,272.51,272.53,272.62,272.67,272.67,272.68
27/10:50:22,272.45,272.45,272.45,272.45,272.51,272.53,272.62,272.67,272.67,272.68
27/10:50:22,272.45,272.45,272.45,272.45,272.51,272.53,272.62,272.67,272.67,272.68
27/10:50:24,272.45,272.45,272.45,272.45,272.51,272.53,272.62,272.67,272.67,272.68
27/10:50:24,272.45,272.45,272.45,272.45,272.51,272.53,272.62,272.67,272.67,272.68
27/10:50:25,272.45,272.45,272.45,272.45,272.51,272.53,272.62,272.67,272.67,272.68
27/10:50:27,272.45,272.45,272.45,272.45,272.51,272.53,272.61,272.66,272.67,272.68
27/10:50:27,272.45,272.45,272.45,272.45,272.51,272.53,272.61,272.67,272.67,272.68
27/10:50:29,272.5,272.5,272.5,272.5,272.51,272.53,272.61,272.66,272.67,272.68
27/10:50:35,272.5,272.5,272.5,272.5,272.51,272.53,272.61,272.66,272.67,272.67
27/10:50:35,272.5,272.5,272.5,272.5,272.51,272.53,272.61,272.66,272.67,272.67
27/10:50:36,272.5,272.5,272.5,272.5,272.51,272.52,272.61,272.66,272.67,272.67
27/10:50:36,272.5,272.5,272.5,272.5,272.51,272.53,272.61,272.66,272.67,272.67
27/10:50:38,272.5,272.5,272.5,272.5,272.51,272.52,272.61,272.66,272.67,272.67
27/10:50:38,272.5,272.5,272.5,272.5,272.51,272.52,272.61,272.66,272.67,272.67
27/10:50:38,272.5,272.5,272.5,272.5,272.51,272.52,272.61,272.66,272.67,272.67
27/10:50:39,272.45,272.45,272.45,272.45,272.51,272.52,272.61,272.66,272.67,272.67
27/10:50:39,272.45,272.45,272.45,272.45,272.51,272.52,272.61,272.66,272.67,272.67
27/10:50:39,272.45,272.45,272.45,272.45,272.51,272.52,272.61,272.66,272.67,272.67
27/10:50:39,272.45,272.45,272.45,272.45,272.51,272.52,272.61,272.66,272.67,272.67
27/10:50:40,272.45,272.45,272.45,272.45,272.51,272.52,272.6,272.66,272.67,272.67
27/10:50:40,272.45,272.45,272.45,272.45,272.51,272.52,272.6,272.66,272.67,272.67
27/10:50:40,272.45,272.45,272.45,272.45,272.51,272.52,272.6,272.66,272.67,272.67
27/10:50:40,272.45,272.45,272.45,272.45,272.51,272.52,272.61,272.66,272.67,272.67
27/10:50:40,272.45,272.45,272.45,272.45,272.51,272.52,272.61,272.66,272.67,272.67
27/10:50:42,272.4,272.4,272.4,272.4,272.5,272.51,272.59,272.65,272.66,272.67
27/10:50:42,272.4,272.4,272.4,272.4,272.5,272.51,272.59,272.65,272.66,272.67
27/10:50:42,272.45,272.45,272.45,272.45,272.5,272.51,272.59,272.65,272.66,272.67
27/10:50:42,272.4,272.4,272.4,272.4,272.5,272.51,272.6,272.65,272.66,272.67
27/10:50:42,272.4,272.4,272.4,272.4,272.5,272.51,272.6,272.65,272.66,272.67
27/10:50:42,272.4,272.4,272.4,272.4,272.5,272.51,272.6,272.66,272.66,272.67
27/10:50:42,272.45,272.45,272.45,272.45,272.5,272.51,272.6,272.66,272.66,272.67
27/10:50:42,272.4,272.4,272.4,272.4,272.51,272.51,272.6,272.66,272.66,272.67
27/10:50:42,272.4,272.4,272.4,272.4,272.51,272.52,272.6,272.66,272.66,272.67
27/10:50:42,272.4,272.4,272.4,272.4,272.51,272.52,272.6,272.66,272.66,272.67
27/10:50:42,272.4,272.4,272.4,272.4,272.51,272.52,272.6,272.66,272.67,272.67
27/10:50:42,272.4,272.4,272.4,272.4,272.51,272.52,272.6,272.66,272.67,272.67
27/10:50:42,272.45,272.45,272.45,272.45,272.51,272.52,272.6,272.66,272.67,272.67
27/10:50:43,272.4,272.4,272.4,272.4,272.48,272.5,272.58,272.64,272.66,272.66
27/10:50:43,272.4,272.4,272.4,272.4,272.48,272.5,272.58,272.64,272.66,272.66
27/10:50:43,272.4,272.4,272.4,272.4,272.48,272.5,272.58,272.64,272.66,272.66
27/10:50:43,272.4,272.4,272.4,272.4,272.48,272.5,272.58,272.64,272.66,272.66
27/10:50:43,272.4,272.4,272.4,272.4,272.48,272.5,272.58,272.64,272.66,272.66
27/10:50:43,272.4,272.4,272.4,272.4,272.48,272.5,272.58,272.64,272.66,272.66
27/10:50:43,272.4,272.4,272.4,272.4,272.48,272.5,272.58,272.64,272.66,272.66
27/10:50:43,272.4,272.4,272.4,272.4,272.48,272.5,272.58,272.65,272.66,272.67
27/10:50:43,272.4,272.4,272.4,272.4,272.49,272.5,272.58,272.65,272.66,272.67
27/10:50:43,272.4,272.4,272.4,272.4,272.49,272.5,272.58,272.65,272.66,272.67
27/10:50:43,272.4,272.4,272.4,272.4,272.49,272.5,272.58,272.65,272.66,272.67
27/10:50:43,272.4,272.4,272.4,272.4,272.49,272.5,272.58,272.65,272.66,272.67
27/10:50:43,272.4,272.4,272.4,272.4,272.49,272.5,272.59,272.65,272.66,272.67
27/10:50:43,272.4,272.4,272.4,272.4,272.49,272.51,272.59,272.65,272.66,272.67
27/10:50:43,272.4,272.4,272.4,272.4,272.49,272.51,272.59,272.65,272.66,272.67
27/10:50:43,272.4,272.4,272.4,272.4,272.49,272.51,272.59,272.65,272.66,272.67
27/10:50:43,272.45,272.45,272.45,272.45,272.49,272.51,272.59,272.65,272.66,272.67
27/10:50:43,272.4,272.4,272.4,272.4,272.49,272.51,272.59,272.65,272.66,272.67
27/10:50:43,272.4,272.4,272.4,272.4,272.5,272.51,272.59,272.65,272.66,272.67
27/10:50:43,272.4,272.4,272.4,272.4,272.5,272.51,272.59,272.65,272.66,272.67
27/10:50:43,272.45,272.45,272.45,272.45,272.5,272.51,272.59,272.65,272.66,272.67
27/10:50:43,272.4,272.4,272.4,272.4,272.5,272.51,272.59,272.65,272.66,272.67
27/10:50:44,272.4,272.4,272.4,272.4,272.46,272.49,272.57,272.63,272.65,272.66
27/10:50:44,272.4,272.4,272.4,272.4,272.46,272.49,272.57,272.63,272.65,272.66
27/10:50:44,272.4,272.4,272.4,272.4,272.46,272.49,272.57,272.63,272.65,272.66
27/10:50:44,272.4,272.4,272.4,272.4,272.46,272.49,272.57,272.64,272.65,272.66
27/10:50:44,272.35,272.35,272.35,272.35,272.47,272.49,272.57,272.64,272.65,272.66
27/10:50:44,272.35,272.35,272.35,272.35,272.47,272.49,272.57,272.64,272.65,272.66
27/10:50:44,272.35,272.35,272.35,272.35,272.47,272.49,272.57,272.64,272.65,272.66
27/10:50:44,272.35,272.35,272.35,272.35,272.47,272.49,272.57,272.64,272.65,272.66
27/10:50:44,272.35,272.35,272.35,272.35,272.47,272.5,272.57,272.64,272.65,272.66
27/10:50:44,272.35,272.35,272.35,272.35,272.47,272.5,272.57,272.64,272.66,272.66
27/10:50:44,272.35,272.35,272.35,272.35,272.47,272.5,272.57,272.64,272.66,272.66
27/10:50:44,272.4,272.4,272.4,272.4,272.47,272.5,272.57,272.64,272.66,272.66
27/10:50:44,272.35,272.35,272.35,272.35,272.47,272.5,272.57,272.64,272.66,272.66
27/10:50:44,272.4,272.4,272.4,272.4,272.48,272.5,272.57,272.64,272.66,272.66
27/10:50:44,272.4,272.4,272.4,272.4,272.48,272.5,272.58,272.64,272.66,272.66
27/10:50:45,272.4,272.4,272.4,272.4,272.46,272.49,272.56,272.63,272.65,272.66
27/10:50:45,272.4,272.4,272.4,272.4,272.46,272.49,272.56,272.63,272.65,272.66
27/10:50:45,272.4,272.4,272.4,272.4,272.46,272.49,272.56,272.63,272.65,272.66
27/10:50:45,272.4,272.4,272.4,272.4,272.46,272.49,272.56,272.63,272.65,272.66
27/10:50:45,272.4,272.4,272.4,272.4,272.46,272.49,272.56,272.63,272.65,272.66
27/10:50:45,272.4,272.4,272.4,272.4,272.46,272.49,272.56,272.63,272.65,272.66
27/10:50:45,272.4,272.4,272.4,272.4,272.46,272.49,272.56,272.63,272.65,272.66
27/10:50:45,272.4,272.4,272.4,272.4,272.46,272.49,272.56,272.63,272.65,272.66
27/10:50:45,272.4,272.4,272.4,272.4,272.46,272.49,272.56,272.63,272.65,272.66
27/10:50:47,272.4,272.4,272.4,272.4,272.45,272.49,272.55,272.62,272.65,272.65
27/10:50:47,272.4,272.4,272.4,272.4,272.45,272.49,272.55,272.62,272.65,272.65
27/10:50:47,272.4,272.4,272.4,272.4,272.45,272.49,272.55,272.62,272.65,272.65
27/10:50:47,272.4,272.4,272.4,272.4,272.45,272.49,272.55,272.63,272.65,272.65
27/10:50:47,272.4,272.4,272.4,272.4,272.45,272.49,272.55,272.63,272.65,272.65
27/10:50:47,272.4,272.4,272.4,272.4,272.45,272.49,272.56,272.63,272.65,272.65
27/10:50:47,272.4,272.4,272.4,272.4,272.45,272.49,272.56,272.63,272.65,272.65
27/10:50:47,272.4,272.4,272.4,272.4,272.45,272.49,272.56,272.63,272.65,272.65
27/10:50:47,272.4,272.4,272.4,272.4,272.45,272.49,272.56,272.63,272.65,272.65
